Main_PRID,Language,Extracted_PRID,Extracted_Language
1765000,NaN,1764981,English
1765000,NaN,1765041,Urdu
1765000,NaN,1765043,Marathi
1765000,NaN,1765011,Hindi
1765000,NaN,1765077,Assamese
1765000,NaN,1765114,Bengali
1765000,NaN,1765058,Manipuri
1765000,NaN,1765155,Punjabi
1765000,NaN,1764985,Gujarati
1765000,NaN,1765313,Odia
1765000,NaN,1765075,Tamil
1765000,NaN,1765085,Telugu
1765000,NaN,1765069,Kannada
1765001,NaN,1764911,English
1765001,NaN,1765007,Urdu
1765001,NaN,1764921,Marathi
1765001,NaN,1764912,Hindi
1765001,NaN,1764935,Tamil
1765002,NaN,1764851,English
1765002,NaN,1764947,Urdu
1765002,NaN,1764887,Marathi
1765002,NaN,1764893,Hindi
1765002,NaN,1764991,Bengali
1765002,NaN,1764903,Manipuri
1765002,NaN,1764916,Tamil
1765003,NaN,1764914,English
1765003,NaN,1765006,Urdu
1765003,NaN,1764953,Hindi
1765003,NaN,1764961,Manipuri
1765003,NaN,1764936,Tamil
1765004,NaN,1765034,Urdu
1765004,NaN,1765080,Marathi
1765004,NaN,1765020,Hindi
1765004,NaN,1765113,Manipuri
1765004,NaN,1765276,Bengali
1765004,NaN,1765015,Gujarati
1765004,NaN,1765087,Tamil
1765004,NaN,1765100,Telugu
1765004,NaN,1765019,Malayalam
1765005,NaN,1765137,Assamese
1765005,NaN,1765040,Urdu
1765005,NaN,1765037,Hindi
1765005,NaN,1765044,Marathi
1765005,NaN,1765606,Manipuri
1765005,NaN,1765274,Bengali
1765005,NaN,1765157,Punjabi
1765005,NaN,1765013,Gujarati
1765005,NaN,1765134,Odia
1765005,NaN,1765064,Tamil
1765005,NaN,1765083,Telugu
1765005,NaN,1765062,Kannada
1765005,NaN,1765012,Malayalam
1765008,NaN,1764931,English
1765008,NaN,1764957,Hindi
1765008,NaN,1765240,Punjabi
1765008,NaN,1764962,Tamil
1765009,NaN,1764969,English
1765009,NaN,1765095,Urdu
1765010,NaN,1765096,Urdu
1765010,NaN,1765084,Marathi
1765010,NaN,1765035,Hindi
1765010,NaN,1765275,Bengali
1765010,NaN,1765098,Manipuri
1765010,NaN,1765016,Gujarati
1765010,NaN,1765088,Tamil
1765010,NaN,1765102,Telugu
1765010,NaN,1765021,Malayalam
1765014,NaN,1764971,English
1765014,NaN,1765081,Urdu
1765014,NaN,1765416,Assamese
1765014,NaN,1765235,Punjabi
1765014,NaN,1764987,Gujarati
1765017,NaN,1765108,Telugu
1765017,NaN,1765038,Urdu
1765017,NaN,1765167,Hindi
1765017,NaN,1765138,Marathi
1765017,NaN,1765094,Manipuri
1765017,NaN,1765280,Bengali
1765017,NaN,1765033,Gujarati
1765017,NaN,1765090,Tamil
1765017,NaN,1765042,Malayalam
1765018,NaN,1765082,Urdu
1765018,NaN,1765129,Marathi
1765018,NaN,1765117,Hindi
1765018,NaN,1765238,Manipuri
1765018,NaN,1765418,Assamese
1765018,NaN,1765272,Bengali
1765018,NaN,1765239,Punjabi
1765018,NaN,1765097,Gujarati
1765018,NaN,1765130,Odia
1765018,NaN,1765140,Tamil
1765018,NaN,1765142,Telugu
1765018,NaN,1765101,Kannada
1765018,NaN,1765107,Malayalam
1765022,NaN,1764964,English
1765022,NaN,1765086,Urdu
1765022,NaN,1764983,Marathi
1765022,NaN,1765070,Manipuri
1765023,NaN,1764926,English
1765023,NaN,1764977,Hindi
1765023,NaN,1765250,Punjabi
1765023,NaN,1764963,Tamil
1765024,NaN,1764534,English
1765024,NaN,1764553,Urdu
1765024,NaN,1764544,Marathi
1765024,NaN,1764554,Hindi
1765024,NaN,1764566,Manipuri
1765024,NaN,1764762,Bengali
1765024,NaN,1764632,Assamese
1765024,NaN,1764565,Punjabi
1765024,NaN,1764552,Gujarati
1765024,NaN,1764570,Odia
1765024,NaN,1764538,Tamil
1765024,NaN,1764628,Telugu
1765024,NaN,1764558,Malayalam
1765025,NaN,1764687,Tamil
1765025,NaN,1764737,Odia
1765025,NaN,1764660,English
1765025,NaN,1764678,Urdu
1765025,NaN,1764688,Marathi
1765025,NaN,1764696,Hindi
1765025,NaN,1764770,Bengali
1765025,NaN,1764736,Manipuri
1765025,NaN,1764873,Punjabi
1765025,NaN,1764668,Gujarati
1765025,NaN,1764681,Telugu
1765025,NaN,1764671,Malayalam
1765026,NaN,1764919,English
1765026,NaN,1764965,Hindi
1765026,NaN,1764952,Tamil
1765027,NaN,1764859,Urdu
1765027,NaN,1764820,English
1765027,NaN,1764849,Marathi
1765027,NaN,1764846,Hindi
1765027,NaN,1764970,Manipuri
1765027,NaN,1764989,Bengali
1765027,NaN,1766833,Assamese
1765027,NaN,1764877,Punjabi
1765027,NaN,1764853,Gujarati
1765027,NaN,1764975,Odia
1765027,NaN,1764860,Tamil
1765027,NaN,1764883,Telugu
1765027,NaN,1764825,Malayalam
1765028,NaN,1764139,English
1765028,NaN,1764161,Urdu
1765028,NaN,1764140,Hindi
1765028,NaN,1764178,Marathi
1765028,NaN,1764301,Manipuri
1765028,NaN,1764636,Assamese
1765028,NaN,1764335,Bengali
1765028,NaN,1764382,Punjabi
