Main_PRID,Language,Extracted_PRID,Extracted_Language
1900000,NaN,1899849,English
1900000,NaN,1900019,Urdu
1900000,NaN,1899964,Hindi
1900001,NaN,1899855,English
1900001,NaN,1900728,Urdu
1900001,NaN,1900095,Hindi
1900001,NaN,1899929,Marathi
1900001,NaN,1899892,Tamil
1900002,NaN,NaN,NaN
1900003,NaN,NaN,NaN
1900004,NaN,NaN,NaN
1900005,NaN,NaN,NaN
1900006,NaN,NaN,NaN
1900007,NaN,1899934,Telugu
1900007,NaN,1899870,Tamil
1900007,NaN,1899775,English
1900007,NaN,1900056,Urdu
1900007,NaN,1899866,Marathi
1900007,NaN,1899910,Hindi
1900007,NaN,1899972,Manipuri
1900007,NaN,1900142,Assamese
1900007,NaN,1899859,Punjabi
1900007,NaN,1899841,Gujarati
1900007,NaN,1899981,Odia
1900007,NaN,1899938,Kannada
1900007,NaN,1899838,Malayalam
1900008,NaN,1900143,Assamese
1900008,NaN,1899745,English
1900008,NaN,1899763,Urdu
1900008,NaN,1899795,Hindi
1900008,NaN,1899800,Marathi
1900008,NaN,1899990,Manipuri
1900008,NaN,1899828,Punjabi
1900008,NaN,1899752,Gujarati
1900008,NaN,1899976,Odia
1900008,NaN,1899750,Tamil
1900008,NaN,1899916,Telugu
1900008,NaN,1899970,Kannada
1900008,NaN,1899783,Malayalam
1900009,NaN,1899746,English
1900009,NaN,1899770,Urdu
1900009,NaN,1899784,Marathi
1900009,NaN,1900123,Hindi
1900009,NaN,1900025,Manipuri
1900009,NaN,1900887,Assamese
1900009,NaN,1900151,Punjabi
1900009,NaN,1899755,Gujarati
1900009,NaN,1899977,Odia
1900009,NaN,1899753,Tamil
1900009,NaN,1899918,Telugu
1900009,NaN,1900165,Kannada
1900009,NaN,1899794,Malayalam
1900010,NaN,1899712,English
1900010,NaN,1899723,Urdu
1900010,NaN,1899744,Marathi
1900010,NaN,1899732,Hindi
1900010,NaN,1899989,Manipuri
1900010,NaN,1900854,Assamese
1900010,NaN,1899789,Punjabi
1900010,NaN,1899719,Gujarati
1900010,NaN,1899963,Odia
1900010,NaN,1899721,Tamil
1900010,NaN,1899919,Telugu
1900010,NaN,1899969,Kannada
1900010,NaN,1899759,Malayalam
1900011,NaN,1899943,Kannada
1900011,NaN,1899823,English
1900011,NaN,1899889,Urdu
1900011,NaN,1899853,Marathi
1900011,NaN,1899867,Hindi
1900011,NaN,1899971,Manipuri
1900011,NaN,1900128,Assamese
1900011,NaN,1900155,Punjabi
1900011,NaN,1899850,Gujarati
1900011,NaN,1899978,Odia
1900011,NaN,1899876,Tamil
1900011,NaN,1899921,Telugu
1900011,NaN,1899831,Malayalam
1900012,NaN,1899541,Kannada
1900012,NaN,1899372,English
1900012,NaN,1899385,Urdu
1900012,NaN,1899408,Marathi
1900012,NaN,1899402,Hindi
1900012,NaN,1899671,Manipuri
1900012,NaN,1900890,Assamese
1900012,NaN,1899788,Punjabi
1900012,NaN,1899383,Gujarati
1900012,NaN,1899596,Odia
1900012,NaN,1899400,Tamil
1900012,NaN,1899611,Telugu
1900012,NaN,1899396,Malayalam
1900013,NaN,1899415,Telugu
1900013,NaN,1899422,Odia
1900013,NaN,1899799,Assamese
1900013,NaN,1899262,English
1900013,NaN,1899282,Urdu
1900013,NaN,1899330,Marathi
1900013,NaN,1899275,Hindi
1900013,NaN,1899368,Manipuri
1900013,NaN,1899424,Punjabi
1900013,NaN,1899287,Gujarati
1900013,NaN,1899290,Tamil
1900013,NaN,1899351,Kannada
1900013,NaN,1899274,Malayalam
1900014,NaN,1899386,Urdu
1900014,NaN,1899373,English
1900014,NaN,1899404,Marathi
1900014,NaN,1899394,Hindi
1900014,NaN,1900132,Assamese
1900014,NaN,1899680,Manipuri
1900014,NaN,1899497,Punjabi
1900014,NaN,1899384,Gujarati
1900014,NaN,1899676,Odia
1900014,NaN,1899395,Tamil
1900014,NaN,1899609,Telugu
1900014,NaN,1899537,Kannada
1900014,NaN,1899397,Malayalam
1900015,NaN,1899277,English
1900015,NaN,1899294,Urdu
1900015,NaN,1899308,Hindi
1900015,NaN,1899324,Marathi
1900015,NaN,1899805,Assamese
1900015,NaN,1899367,Manipuri
1900015,NaN,1899425,Punjabi
1900015,NaN,1899289,Gujarati
1900015,NaN,1899600,Odia
1900015,NaN,1899326,Tamil
1900015,NaN,1899409,Telugu
1900015,NaN,1899335,Kannada
1900015,NaN,1899303,Malayalam
1900016,NaN,1899223,English
1900016,NaN,1899272,Urdu
1900016,NaN,1899242,Marathi
1900016,NaN,1899286,Hindi
1900016,NaN,1899371,Manipuri
1900016,NaN,1900130,Assamese
