Main_PRID,Language,Extracted_PRID,Extracted_Language
1493930,NaN,NaN,NaN
1493931,NaN,NaN,NaN
1493932,NaN,NaN,NaN
1493933,NaN,NaN,NaN
1493934,NaN,NaN,NaN
1493935,NaN,NaN,NaN
1493936,NaN,NaN,NaN
1493937,NaN,NaN,NaN
1493938,NaN,NaN,NaN
1493939,NaN,NaN,NaN
1493940,NaN,NaN,NaN
1493941,NaN,NaN,NaN
1493942,NaN,NaN,NaN
1493943,NaN,NaN,NaN
1493944,NaN,NaN,NaN
1493945,NaN,NaN,NaN
1493946,NaN,NaN,NaN
1493947,NaN,NaN,NaN
1493948,NaN,NaN,NaN
1493950,NaN,NaN,NaN
1493951,NaN,NaN,NaN
1493952,NaN,NaN,NaN
1493953,NaN,NaN,NaN
1493954,NaN,NaN,NaN
1493955,NaN,NaN,NaN
1493956,NaN,NaN,NaN
1493957,NaN,NaN,NaN
1493958,NaN,NaN,NaN
1493959,NaN,NaN,NaN
1493960,NaN,NaN,NaN
1493961,NaN,NaN,NaN
1493962,NaN,NaN,NaN
1493963,NaN,NaN,NaN
1493964,NaN,NaN,NaN
1493965,NaN,NaN,NaN
1493966,NaN,NaN,NaN
1493967,NaN,NaN,NaN
1493968,NaN,NaN,NaN
1493969,NaN,NaN,NaN
1493970,NaN,NaN,NaN
1493971,NaN,NaN,NaN
1493972,NaN,NaN,NaN
1493973,NaN,NaN,NaN
1493974,NaN,NaN,NaN
1493975,NaN,NaN,NaN
1493976,NaN,NaN,NaN
1493977,NaN,NaN,NaN
1493978,NaN,1502967,Tamil
1493979,NaN,NaN,NaN
1493980,NaN,NaN,NaN
1493981,NaN,NaN,NaN
1493982,NaN,NaN,NaN
1493983,NaN,NaN,NaN
1493984,NaN,NaN,NaN
1493985,NaN,NaN,NaN
1493986,NaN,NaN,NaN
1493987,NaN,NaN,NaN
1493988,NaN,NaN,NaN
1493989,NaN,NaN,NaN
1493990,NaN,NaN,NaN
1493991,NaN,NaN,NaN
1493992,NaN,NaN,NaN
1493993,NaN,NaN,NaN
1493994,NaN,NaN,NaN
1493995,NaN,1493996,English
1493997,NaN,NaN,NaN
1493999,NaN,1493998,Telugu
1494000,NaN,NaN,NaN
1494001,NaN,NaN,NaN
1494002,NaN,NaN,NaN
1494003,NaN,NaN,NaN
1494004,NaN,NaN,NaN
1494005,NaN,NaN,NaN
1494006,NaN,NaN,NaN
1494007,NaN,NaN,NaN
1494008,NaN,NaN,NaN
1494009,NaN,NaN,NaN
1494010,NaN,NaN,NaN
1494011,NaN,NaN,NaN
1494012,NaN,NaN,NaN
1494013,NaN,NaN,NaN
1494014,NaN,NaN,NaN
1494015,NaN,NaN,NaN
1494016,NaN,NaN,NaN
1494017,NaN,NaN,NaN
1494018,NaN,NaN,NaN
1494019,NaN,NaN,NaN
1494020,NaN,NaN,NaN
1494021,NaN,1504738,Tamil
1494022,NaN,NaN,NaN
1494023,NaN,NaN,NaN
1494024,NaN,NaN,NaN
1494025,NaN,NaN,NaN
1494026,NaN,NaN,NaN
1494027,NaN,NaN,NaN
1494028,NaN,NaN,NaN
1494029,NaN,NaN,NaN
1494030,NaN,NaN,NaN
1494031,NaN,NaN,NaN
1494032,NaN,1502454,Tamil
1494033,NaN,NaN,NaN
1494034,NaN,NaN,NaN
1494035,NaN,NaN,NaN
1494036,NaN,NaN,NaN
1494037,NaN,NaN,NaN
1494038,NaN,NaN,NaN
1494039,NaN,NaN,NaN
1494040,NaN,NaN,NaN
1494041,NaN,NaN,NaN
1494042,NaN,NaN,NaN
1494043,NaN,NaN,NaN
1494044,NaN,NaN,NaN
1494045,NaN,NaN,NaN
1494046,NaN,NaN,NaN
1494047,NaN,NaN,NaN
1494048,NaN,NaN,NaN
