Main_PRID,Language,Extracted_PRID,Extracted_Language
1487867,NaN,NaN,NaN
1487868,NaN,NaN,NaN
1487869,NaN,1487870,English
1487871,NaN,1487872,English
1487873,NaN,1487874,English
1487875,NaN,1487876,English
1487877,NaN,1487878,English
1487879,NaN,1487880,English
1487881,NaN,1487882,English
1487883,NaN,1487884,English
1487885,NaN,1487886,English
1487887,NaN,1487889,English
1487888,NaN,1487890,English
1487891,NaN,1487892,English
1487893,NaN,1487894,English
1487895,NaN,NaN,NaN
1487896,NaN,NaN,NaN
1487897,NaN,1487898,Gujarati
1487899,NaN,NaN,NaN
1487900,NaN,NaN,NaN
1487901,NaN,NaN,NaN
1487902,NaN,NaN,NaN
1487903,NaN,NaN,NaN
1487904,NaN,NaN,NaN
1487905,NaN,NaN,NaN
1487906,NaN,NaN,NaN
1487907,NaN,NaN,NaN
1487908,NaN,NaN,NaN
1487909,NaN,NaN,NaN
1487910,NaN,NaN,NaN
1487911,NaN,NaN,NaN
1487912,NaN,NaN,NaN
1487913,NaN,NaN,NaN
1487915,NaN,NaN,NaN
1487916,NaN,NaN,NaN
1487917,NaN,NaN,NaN
1487918,NaN,NaN,NaN
1487919,NaN,NaN,NaN
1487920,NaN,NaN,NaN
1487921,NaN,NaN,NaN
1487922,NaN,NaN,NaN
1487923,NaN,NaN,NaN
1487924,NaN,NaN,NaN
1487925,NaN,NaN,NaN
1487926,NaN,NaN,NaN
1487927,NaN,NaN,NaN
1487928,NaN,NaN,NaN
1487929,NaN,NaN,NaN
1487930,NaN,NaN,NaN
1487931,NaN,NaN,NaN
1487932,NaN,NaN,NaN
1487933,NaN,NaN,NaN
1487934,NaN,NaN,NaN
1487935,NaN,NaN,NaN
1487936,NaN,NaN,NaN
1487937,NaN,NaN,NaN
1487938,NaN,NaN,NaN
1487939,NaN,NaN,NaN
1487940,NaN,NaN,NaN
1487941,NaN,NaN,NaN
1487942,NaN,NaN,NaN
1487943,NaN,NaN,NaN
1487945,NaN,NaN,NaN
1487946,NaN,NaN,NaN
1487947,NaN,NaN,NaN
1487948,NaN,NaN,NaN
1487949,NaN,NaN,NaN
1487950,NaN,NaN,NaN
1487951,NaN,NaN,NaN
1487952,NaN,NaN,NaN
1487953,NaN,NaN,NaN
1487954,NaN,NaN,NaN
1487955,NaN,NaN,NaN
1487956,NaN,NaN,NaN
1487957,NaN,NaN,NaN
1487958,NaN,NaN,NaN
1487959,NaN,NaN,NaN
1487960,NaN,NaN,NaN
1487961,NaN,NaN,NaN
1487962,NaN,NaN,NaN
1487963,NaN,NaN,NaN
1487964,NaN,NaN,NaN
1487965,NaN,NaN,NaN
1487966,NaN,NaN,NaN
1487967,NaN,NaN,NaN
1487968,NaN,NaN,NaN
1487969,NaN,NaN,NaN
1487970,NaN,NaN,NaN
1487971,NaN,NaN,NaN
1487972,NaN,NaN,NaN
