Main_PRID,Language,Extracted_PRID,Extracted_Language
1710000,NaN,1709989,English
1710000,NaN,1710008,Gujarati
1710000,NaN,1710014,Urdu
1710000,NaN,1710041,Hindi
1710000,NaN,1710029,Marathi
1710000,NaN,1710107,Bengali
1710000,NaN,1710001,Odia
1710000,NaN,1710200,Telugu
1710000,NaN,1710084,Kannada
1710002,NaN,1710042,Urdu
1710002,NaN,1709998,Kannada
1710002,NaN,1709900,English
1710002,NaN,1709961,Marathi
1710002,NaN,1709915,Hindi
1710002,NaN,1710013,Telugu
1710003,NaN,1709965,Marathi
1710003,NaN,1709950,Gujarati
1710003,NaN,1709991,Urdu
1710003,NaN,1709956,Punjabi
1710003,NaN,1709901,English
1710003,NaN,1709983,Hindi
1710003,NaN,1710099,Bengali
1710003,NaN,1709944,Tamil
1710004,NaN,1710017,Telugu
1710004,NaN,1709921,English
1710004,NaN,1710094,Urdu
1710004,NaN,1710055,Hindi
1710005,NaN,1709905,English
1710005,NaN,1709987,Urdu
1710005,NaN,1709967,Marathi
1710005,NaN,1710100,Bengali
1710005,NaN,1709928,Tamil
1710005,NaN,1710045,Kannada
1710006,NaN,1709795,English
1710006,NaN,1709825,Urdu
1710006,NaN,1709817,Hindi
1710006,NaN,1709848,Marathi
1710006,NaN,1709920,Bengali
1710006,NaN,1709872,Punjabi
1710006,NaN,1709840,Odia
1710006,NaN,1709830,Tamil
1710006,NaN,1709861,Telugu
1710006,NaN,1709860,Kannada
1710006,NaN,1709852,Malayalam
1710007,NaN,1709995,English
1710007,NaN,1710031,Marathi
1710007,NaN,1710024,Hindi
1710007,NaN,1710104,Bengali
1710007,NaN,1710025,Assamese
1710007,NaN,1710120,Manipuri
1710007,NaN,1710054,Punjabi
1710007,NaN,1710030,Gujarati
1710007,NaN,1710022,Odia
1710007,NaN,1710009,Tamil
1710007,NaN,1710020,Telugu
1710007,NaN,1710050,Kannada
1710007,NaN,1710072,Malayalam
1710010,NaN,1710048,Marathi
1710010,NaN,1710044,Assamese
1710010,NaN,1710021,Urdu
1710010,NaN,1710026,Hindi
1710010,NaN,1710124,Manipuri
1710010,NaN,1710102,Bengali
1710010,NaN,1710037,Punjabi
1710010,NaN,1710035,Gujarati
1710010,NaN,1710262,Odia
1710010,NaN,1710019,Tamil
1710010,NaN,1710028,Telugu
1710010,NaN,1710092,Kannada
1710010,NaN,1710073,Malayalam
1710011,NaN,1695265,English
1710011,NaN,1695394,Hindi
1710011,NaN,1695358,Manipuri
1710012,NaN,1709892,English
1710012,NaN,1711072,Urdu
1710012,NaN,1709911,Marathi
1710012,NaN,1709907,Hindi
1710012,NaN,1709955,Punjabi
1710015,NaN,1709966,English
1710015,NaN,1711555,Urdu
1710015,NaN,1710297,Hindi
1710016,NaN,1709964,English
1710016,NaN,1709993,Urdu
1710016,NaN,1710018,Telugu
1710023,NaN,1710086,Urdu
1710023,NaN,1710063,Marathi
1710023,NaN,1710125,Hindi
1710023,NaN,1710168,Bengali
1710023,NaN,1710199,Punjabi
1710023,NaN,1710058,Telugu
1710027,NaN,1710067,Urdu
1710027,NaN,1710059,Marathi
1710027,NaN,1710109,Hindi
1710027,NaN,1710105,Bengali
1710027,NaN,1710318,Assamese
1710027,NaN,1710203,Punjabi
1710027,NaN,1710056,Gujarati
1710027,NaN,1710128,Odia
1710027,NaN,1710090,Tamil
1710027,NaN,1710053,Telugu
1710027,NaN,1710126,Malayalam
1710032,NaN,1695245,English
1710032,NaN,1695430,Hindi
1710033,NaN,1710034,Hindi
1710033,NaN,1710085,Urdu
1710033,NaN,1710091,Marathi
1710033,NaN,1710272,Bengali
1710033,NaN,1710088,Punjabi
1710036,NaN,1709895,English
