Main_PRID,Language,Extracted_PRID,Extracted_Language
1942000,NaN,1942017,Telugu
1942000,NaN,1942072,Kannada
1942000,NaN,1942077,Odia
1942000,NaN,1942007,Urdu
1942000,NaN,1942013,Marathi
1942000,NaN,1942018,Hindi
1942000,NaN,1942146,Punjabi
1942000,NaN,1942062,Tamil
1942001,NaN,1941098,English
1942001,NaN,1941221,Hindi
1942002,NaN,1942060,Bengali
1942002,NaN,1941685,English
1942002,NaN,1941715,Urdu
1942002,NaN,1941894,Marathi
1942002,NaN,1941686,Hindi
1942002,NaN,1942026,Manipuri
1942002,NaN,1941788,Punjabi
1942002,NaN,1941700,Gujarati
1942002,NaN,1941846,Odia
1942002,NaN,1942380,Tamil
1942002,NaN,1942051,Kannada
1942003,NaN,1942008,Urdu
1942003,NaN,1942095,Marathi
1942003,NaN,1942020,Hindi
1942003,NaN,1942134,Punjabi
1942003,NaN,1942012,Gujarati
1942003,NaN,1942420,Odia
1942003,NaN,1942070,Tamil
1942003,NaN,1942019,Telugu
1942003,NaN,1942069,Kannada
1942004,NaN,1941798,English
1942004,NaN,1941868,Urdu
1942004,NaN,1941836,Hindi
1942004,NaN,1944918,Marathi
1942004,NaN,1942063,Bengali
1942004,NaN,1942037,Manipuri
1942004,NaN,1941914,Punjabi
1942004,NaN,1941813,Gujarati
1942004,NaN,1941885,Tamil
1942004,NaN,1941880,Telugu
1942004,NaN,1941930,Kannada
1942004,NaN,1941829,Malayalam
1942005,NaN,1941962,English
1942005,NaN,1941979,Urdu
1942005,NaN,1941983,Marathi
1942005,NaN,1941989,Hindi
1942005,NaN,1942021,Manipuri
1942005,NaN,1942052,Bengali
1942005,NaN,1942033,Punjabi
1942005,NaN,1941976,Gujarati
1942005,NaN,1942046,Tamil
1942005,NaN,1942006,Telugu
1942005,NaN,1942011,Kannada
1942005,NaN,1941966,Malayalam
1942009,NaN,1941073,English
1942009,NaN,1941216,Tamil
1942010,NaN,1941952,English
1942010,NaN,1941973,Urdu
1942010,NaN,1941967,Hindi
1942010,NaN,1941957,Marathi
1942014,NaN,1941427,English
1942014,NaN,1941516,Hindi
1942014,NaN,1943031,Telugu
1942015,NaN,1941108,English
1942016,NaN,1941106,English
1942022,NaN,1942105,Urdu
1942022,NaN,1942112,Marathi
1942022,NaN,1942691,Manipuri
1942022,NaN,1942718,Bengali
1942022,NaN,1942193,Tamil
1942022,NaN,1942117,Telugu
1942023,NaN,1942097,Urdu
1942023,NaN,1942109,Marathi
1942023,NaN,1942198,Tamil
1942023,NaN,1942385,Telugu
1942024,NaN,1941758,English
1942024,NaN,1941774,Urdu
1942024,NaN,1941790,Marathi
1942024,NaN,1941785,Hindi
1942024,NaN,1944234,Assamese
1942024,NaN,1942050,Bengali
1942024,NaN,1941867,Punjabi
1942024,NaN,1941777,Gujarati
1942024,NaN,1941792,Odia
1942024,NaN,1941888,Tamil
1942024,NaN,1941881,Telugu
1942024,NaN,1941931,Kannada
1942024,NaN,1941793,Malayalam
1942025,NaN,1942098,Urdu
1942025,NaN,1942187,Tamil
1942027,NaN,1942071,Kannada
1942027,NaN,1942721,Bengali
1942027,NaN,1942103,Urdu
1942027,NaN,1942230,Tamil
1942027,NaN,1942299,Telugu
1942028,NaN,1942125,Urdu
1942028,NaN,1942190,Tamil
1942028,NaN,1942118,Telugu
1942028,NaN,1942089,Kannada
1942029,NaN,1942168,Urdu
1942029,NaN,1942191,Tamil
1942029,NaN,1942078,Kannada
1942030,NaN,1942100,Urdu
1942030,NaN,1942048,Bengali
1942030,NaN,1942178,Tamil
1942030,NaN,1942300,Telugu
1942030,NaN,1942057,Kannada
