Main_PRID,Language,Extracted_PRID,Extracted_Language
1735000,NaN,1734981,English
1735000,NaN,1734991,Urdu
1735000,NaN,1735027,Hindi
1735000,NaN,1735011,Marathi
1735000,NaN,1735020,Bengali
1735000,NaN,1735151,Punjabi
1735000,NaN,1734983,Gujarati
1735000,NaN,1735100,Odia
1735000,NaN,1735070,Telugu
1735000,NaN,1735018,Kannada
1735000,NaN,1735006,Malayalam
1735001,NaN,1734890,English
1735001,NaN,1734961,Urdu
1735001,NaN,1734956,Punjabi
1735001,NaN,1734921,Tamil
1735002,NaN,1735016,Urdu
1735002,NaN,1735025,Marathi
1735002,NaN,1735014,Hindi
1735002,NaN,1735111,Bengali
1735002,NaN,1735140,Punjabi
1735002,NaN,1735029,Tamil
1735002,NaN,1735077,Telugu
1735003,NaN,1734701,Malayalam
1735003,NaN,1734697,English
1735003,NaN,1734717,Urdu
1735003,NaN,1734716,Hindi
1735003,NaN,1734733,Marathi
1735003,NaN,1734728,Manipuri
1735003,NaN,1734743,Punjabi
1735003,NaN,1734734,Gujarati
1735003,NaN,1734910,Odia
1735003,NaN,1734705,Tamil
1735003,NaN,1734732,Telugu
1735003,NaN,1734760,Kannada
1735004,NaN,1734588,English
1735004,NaN,1734595,Urdu
1735004,NaN,1734602,Marathi
1735004,NaN,1734642,Hindi
1735004,NaN,1734658,Manipuri
1735004,NaN,1734664,Bengali
1735004,NaN,1734690,Punjabi
1735004,NaN,1734604,Gujarati
1735004,NaN,1734644,Odia
1735004,NaN,1734603,Tamil
1735004,NaN,1734686,Telugu
1735004,NaN,1734615,Kannada
1735004,NaN,1734654,Malayalam
1735005,NaN,1734914,English
1735005,NaN,1734988,Hindi
1735007,NaN,1734881,English
1735007,NaN,1735063,Urdu
1735007,NaN,1734933,Marathi
1735007,NaN,1735044,Telugu
1735008,NaN,1734977,English
1735008,NaN,1734990,Urdu
1735008,NaN,1734997,Marathi
1735008,NaN,1734982,Hindi
1735008,NaN,1735022,Bengali
1735008,NaN,1735148,Punjabi
1735008,NaN,1734980,Gujarati
1735008,NaN,1734989,Tamil
1735008,NaN,1735071,Telugu
1735008,NaN,1735019,Kannada
1735009,NaN,NaN,NaN
1735010,NaN,1734833,English
1735010,NaN,1734960,Urdu
1735010,NaN,1734928,Marathi
1735010,NaN,1735237,Punjabi
1735010,NaN,1734930,Gujarati
1735012,NaN,NaN,NaN
1735013,NaN,NaN,NaN
1735015,NaN,1734812,English
1735015,NaN,1734976,Hindi
1735015,NaN,1734939,Bengali
1735015,NaN,1735143,Punjabi
1735015,NaN,1734858,Tamil
1735017,NaN,1734920,English
1735017,NaN,1734941,Marathi
1735017,NaN,1734873,Hindi
1735017,NaN,1735021,Bengali
1735023,NaN,1735052,Telugu
1735023,NaN,1735028,Urdu
1735023,NaN,1735059,Marathi
1735023,NaN,1735056,Hindi
1735023,NaN,1735110,Bengali
1735023,NaN,1735152,Punjabi
1735023,NaN,1735060,Gujarati
1735023,NaN,1735229,Odia
1735023,NaN,1735041,Tamil
1735023,NaN,1735046,Kannada
1735023,NaN,1735053,Malayalam
1735024,NaN,1734968,English
1735024,NaN,1734999,Urdu
1735024,NaN,1739818,Marathi
1735024,NaN,1735324,Hindi
1735024,NaN,1739823,Assamese
1735024,NaN,1735166,Manipuri
1735024,NaN,1735039,Punjabi
1735024,NaN,1734995,Gujarati
1735024,NaN,1735510,Odia
1735024,NaN,1734987,Tamil
1735024,NaN,1735042,Telugu
1735024,NaN,1734994,Malayalam
1735026,NaN,1734970,English
1735026,NaN,1734993,Urdu
1735026,NaN,1735286,Hindi
1735026,NaN,1739810,Marathi
1735026,NaN,1735159,Manipuri
1735026,NaN,1739814,Assamese
1735026,NaN,1735037,Punjabi
1735026,NaN,1734998,Gujarati
1735026,NaN,1735504,Odia
1735026,NaN,1734986,Tamil
1735026,NaN,1735040,Telugu
1735026,NaN,1734996,Malayalam
1735030,NaN,1734791,English
1735030,NaN,1734915,Urdu
1735030,NaN,1734845,Hindi
1735030,NaN,1734927,Bengali
1735030,NaN,1734795,Gujarati
1735031,NaN,1734796,English
1735031,NaN,1734884,Urdu
1735031,NaN,1734810,Marathi
1735031,NaN,1734826,Hindi
1735031,NaN,1734808,Manipuri
1735031,NaN,1734926,Bengali
1735031,NaN,1734809,Tamil
1735032,NaN,1734923,Kannada
1735032,NaN,1734811,English
1735032,NaN,1734870,Urdu
1735032,NaN,1734834,Marathi
1735032,NaN,1734832,Hindi
1735032,NaN,1734901,Bengali
1735032,NaN,1734813,Gujarati
1735032,NaN,1734902,Odia
1735032,NaN,1734827,Tamil
1735032,NaN,1734863,Telugu
1735032,NaN,1734830,Malayalam
1735033,NaN,1734814,English
1735033,NaN,1735294,Urdu
1735033,NaN,1734838,Marathi
1735033,NaN,1734894,Hindi
1735033,NaN,1734861,Tamil
1735034,NaN,1735066,Urdu
1735034,NaN,1735088,Marathi
1735034,NaN,1735119,Hindi
1735034,NaN,1735097,Assamese
1735034,NaN,1735109,Bengali
1735034,NaN,1735090,Manipuri
1735034,NaN,1735137,Punjabi
1735034,NaN,1735079,Gujarati
1735034,NaN,1735227,Odia
1735034,NaN,1735080,Tamil
1735034,NaN,1735093,Telugu
1735034,NaN,1735087,Kannada
1735034,NaN,1735076,Malayalam
1735035,NaN,1741329,Hindi
1735035,NaN,1734942,English
1735036,NaN,1734843,Tamil
1735036,NaN,1734815,English
1735036,NaN,1735055,Urdu
1735036,NaN,1734880,Hindi
1735038,NaN,1735050,Urdu
1735038,NaN,1735062,Hindi
1735038,NaN,1735058,Marathi
1735038,NaN,1735170,Manipuri
1735038,NaN,1735115,Bengali
1735038,NaN,1735741,Assamese
1735038,NaN,1735146,Punjabi
1735038,NaN,1735049,Gujarati
1735038,NaN,1735102,Odia
1735038,NaN,1735065,Tamil
1735038,NaN,1735054,Telugu
1735038,NaN,1735081,Kannada
1735038,NaN,1735061,Malayalam
1735043,NaN,1734806,English
1735043,NaN,1734883,Urdu
1735043,NaN,1734841,Marathi
1735043,NaN,1734848,Hindi
1735043,NaN,1734899,Bengali
1735043,NaN,1734864,Punjabi
1735043,NaN,1734839,Tamil
1735045,NaN,1734854,English
1735045,NaN,1734959,Urdu
1735045,NaN,1734886,Marathi
1735045,NaN,1734835,Hindi
1735045,NaN,1734955,Punjabi
1735045,NaN,1734876,Gujarati
1735045,NaN,1734918,Tamil
1735047,NaN,1734850,English
1735047,NaN,1734964,Urdu
1735047,NaN,1734913,Hindi
1735047,NaN,1734891,Marathi
1735047,NaN,1734929,Bengali
