Main_PRID,Language,Extracted_PRID,Extracted_Language
1481804,NaN,NaN,NaN
1481805,NaN,NaN,NaN
1481806,NaN,NaN,NaN
1481807,NaN,NaN,NaN
1481808,NaN,NaN,NaN
1481809,NaN,NaN,NaN
1481810,NaN,NaN,NaN
1481811,NaN,NaN,NaN
1481812,NaN,NaN,NaN
1481813,NaN,NaN,NaN
1481814,NaN,NaN,NaN
1481815,NaN,NaN,NaN
1481816,NaN,NaN,NaN
1481817,NaN,NaN,NaN
1481818,NaN,NaN,NaN
1481819,NaN,NaN,NaN
1481820,NaN,NaN,NaN
1481821,NaN,NaN,NaN
1481822,NaN,NaN,NaN
1481823,NaN,NaN,NaN
1481824,NaN,NaN,NaN
1481825,NaN,NaN,NaN
1481826,NaN,NaN,NaN
1481827,NaN,NaN,NaN
1481828,NaN,NaN,NaN
1481829,NaN,NaN,NaN
1481830,NaN,NaN,NaN
1481831,NaN,NaN,NaN
1481832,NaN,NaN,NaN
1481833,NaN,NaN,NaN
1481834,NaN,NaN,NaN
1481835,NaN,NaN,NaN
1481836,NaN,NaN,NaN
1481837,NaN,NaN,NaN
1481838,NaN,NaN,NaN
1481839,NaN,1481840,English
1481841,NaN,NaN,NaN
1481842,NaN,NaN,NaN
1481843,NaN,NaN,NaN
1481844,NaN,NaN,NaN
1481845,NaN,NaN,NaN
1481846,NaN,1481847,Kannada
1481848,NaN,NaN,NaN
1481849,NaN,NaN,NaN
1481850,NaN,NaN,NaN
1481851,NaN,NaN,NaN
1481852,NaN,NaN,NaN
1481853,NaN,NaN,NaN
1481854,NaN,NaN,NaN
1481855,NaN,NaN,NaN
1481856,NaN,NaN,NaN
1481857,NaN,NaN,NaN
1481858,NaN,NaN,NaN
1481859,NaN,NaN,NaN
1481860,NaN,NaN,NaN
1481861,NaN,NaN,NaN
1481862,NaN,NaN,NaN
1481863,NaN,NaN,NaN
1481864,NaN,NaN,NaN
1481865,NaN,NaN,NaN
1481866,NaN,NaN,NaN
1481867,NaN,NaN,NaN
1481868,NaN,NaN,NaN
1481869,NaN,1481870,Kannada
1481871,NaN,1481872,Kannada
1481873,NaN,1481874,Kannada
1481875,NaN,NaN,NaN
1481876,NaN,NaN,NaN
1481877,NaN,NaN,NaN
1481878,NaN,NaN,NaN
1481879,NaN,NaN,NaN
1481880,NaN,NaN,NaN
1481881,NaN,NaN,NaN
1481882,NaN,NaN,NaN
1481883,NaN,NaN,NaN
1481884,NaN,NaN,NaN
1481885,NaN,NaN,NaN
1481886,NaN,NaN,NaN
1481887,NaN,NaN,NaN
1481888,NaN,NaN,NaN
1481889,NaN,NaN,NaN
1481890,NaN,NaN,NaN
1481891,NaN,NaN,NaN
1481892,NaN,NaN,NaN
1481893,NaN,NaN,NaN
1481894,NaN,NaN,NaN
1481895,NaN,NaN,NaN
1481896,NaN,NaN,NaN
1481897,NaN,NaN,NaN
1481898,NaN,NaN,NaN
1481899,NaN,NaN,NaN
1481900,NaN,NaN,NaN
1481901,NaN,NaN,NaN
1481902,NaN,NaN,NaN
1481903,NaN,NaN,NaN
1481904,NaN,NaN,NaN
1481905,NaN,NaN,NaN
1481906,NaN,NaN,NaN
1481907,NaN,NaN,NaN
1481908,NaN,NaN,NaN
1481909,NaN,NaN,NaN
1481910,NaN,NaN,NaN
1481911,NaN,NaN,NaN
1481912,NaN,NaN,NaN
1481913,NaN,NaN,NaN
1481914,NaN,NaN,NaN
1481915,NaN,NaN,NaN
1481916,NaN,NaN,NaN
1481917,NaN,NaN,NaN
1481918,NaN,NaN,NaN
1481919,NaN,NaN,NaN
1481920,NaN,NaN,NaN
1481921,NaN,NaN,NaN
1481922,NaN,NaN,NaN
1481923,NaN,NaN,NaN
1481924,NaN,NaN,NaN
1481925,NaN,NaN,NaN
1481926,NaN,NaN,NaN
1481927,NaN,NaN,NaN
1481928,NaN,NaN,NaN
1481929,NaN,NaN,NaN
1481930,NaN,NaN,NaN
1481931,NaN,NaN,NaN
1481932,NaN,NaN,NaN
1481933,NaN,NaN,NaN
1481934,NaN,NaN,NaN
1481935,NaN,NaN,NaN
1481936,NaN,NaN,NaN
1481937,NaN,NaN,NaN
1481938,NaN,NaN,NaN
1481939,NaN,NaN,NaN
1481940,NaN,NaN,NaN
1481941,NaN,NaN,NaN
1481942,NaN,1481944,English
1481943,NaN,NaN,NaN
1481945,NaN,NaN,NaN
1481946,NaN,NaN,NaN
1481947,NaN,NaN,NaN
1481948,NaN,NaN,NaN
1481949,NaN,NaN,NaN
1481950,NaN,NaN,NaN
1481951,NaN,NaN,NaN
1481952,NaN,1481953,English
1481954,NaN,NaN,NaN
1481955,NaN,NaN,NaN
1481956,NaN,NaN,NaN
1481957,NaN,NaN,NaN
1481958,NaN,NaN,NaN
1481959,NaN,NaN,NaN
1481960,NaN,NaN,NaN
1481961,NaN,NaN,NaN
1481962,NaN,NaN,NaN
1481963,NaN,NaN,NaN
1481964,NaN,NaN,NaN
1481965,NaN,NaN,NaN
1481966,NaN,NaN,NaN
1481967,NaN,NaN,NaN
1481968,NaN,NaN,NaN
1481969,NaN,NaN,NaN
1481970,NaN,NaN,NaN
1481971,NaN,NaN,NaN
1481972,NaN,NaN,NaN
1481973,NaN,NaN,NaN
1481974,NaN,NaN,NaN
1481975,NaN,NaN,NaN
1481976,NaN,NaN,NaN
1481977,NaN,NaN,NaN
1481978,NaN,NaN,NaN
1481979,NaN,NaN,NaN
1481980,NaN,NaN,NaN
1481981,NaN,NaN,NaN
1481982,NaN,NaN,NaN
1481983,NaN,NaN,NaN
1481984,NaN,NaN,NaN
1481985,NaN,NaN,NaN
1481986,NaN,NaN,NaN
1481987,NaN,NaN,NaN
1481988,NaN,NaN,NaN
1481989,NaN,NaN,NaN
1481990,NaN,NaN,NaN
1481991,NaN,NaN,NaN
1481992,NaN,NaN,NaN
1481993,NaN,NaN,NaN
1481994,NaN,NaN,NaN
1481995,NaN,NaN,NaN
1481996,NaN,NaN,NaN
1481997,NaN,NaN,NaN
1481998,NaN,NaN,NaN
1481999,NaN,NaN,NaN
1482000,NaN,NaN,NaN
