Main_PRID,Language,Extracted_PRID,Extracted_Language
1963000,NaN,1963668,Kannada
1963000,NaN,1963609,Tamil
1963000,NaN,1962898,English
1963000,NaN,1963025,Urdu
1963000,NaN,1962965,Marathi
1963000,NaN,1963016,Hindi
1963000,NaN,1963288,Bengali
1963000,NaN,1963451,Assamese
1963000,NaN,1963215,Punjabi
1963000,NaN,1963035,Gujarati
1963000,NaN,1963974,Odia
1963000,NaN,1963059,Telugu
1963000,NaN,1963092,Malayalam
1963001,NaN,1963579,Urdu
1963001,NaN,1963268,Hindi
1963002,NaN,1962897,English
1963002,NaN,1963045,Urdu
1963002,NaN,1963019,Hindi
1963002,NaN,1962953,Marathi
1963002,NaN,1963293,Bengali
1963002,NaN,1963457,Assamese
1963002,NaN,1963216,Punjabi
1963002,NaN,1963032,Gujarati
1963002,NaN,1963975,Odia
1963002,NaN,1963618,Tamil
1963002,NaN,1963058,Telugu
1963002,NaN,1963669,Kannada
1963002,NaN,1963131,Malayalam
1963003,NaN,1963658,Kannada
1963003,NaN,1963586,Tamil
1963003,NaN,1962908,English
1963003,NaN,1963031,Urdu
1963003,NaN,1962976,Marathi
1963003,NaN,1963456,Assamese
1963003,NaN,1963305,Bengali
1963003,NaN,1962989,Manipuri
1963003,NaN,1963225,Punjabi
1963003,NaN,1963066,Gujarati
1963003,NaN,1963969,Odia
1963003,NaN,1963077,Telugu
1963003,NaN,1963122,Malayalam
1963004,NaN,1962896,English
1963004,NaN,1964009,Urdu
1963004,NaN,1962958,Marathi
1963004,NaN,1963010,Hindi
1963004,NaN,1963763,Bengali
1963004,NaN,1963454,Assamese
1963004,NaN,1963213,Punjabi
1963004,NaN,1963026,Gujarati
1963004,NaN,1963976,Odia
1963004,NaN,1963803,Tamil
1963004,NaN,1963056,Telugu
1963004,NaN,1963671,Kannada
1963004,NaN,1963090,Malayalam
1963005,NaN,1962888,English
1963005,NaN,1964018,Urdu
1963005,NaN,1962951,Marathi
1963005,NaN,1963302,Bengali
1963005,NaN,1963064,Manipuri
1963005,NaN,1968023,Assamese
1963005,NaN,1963407,Punjabi
1963005,NaN,1963015,Gujarati
1963005,NaN,1963982,Odia
1963005,NaN,1962930,Tamil
1963005,NaN,1963550,Telugu
1963005,NaN,1963677,Kannada
1963005,NaN,1963109,Malayalam
