Main_PRID,Language,Extracted_PRID,Extracted_Language
1914000,NaN,1913725,English
1914000,NaN,1913766,Urdu
1914000,NaN,1913776,Marathi
1914000,NaN,1913767,Hindi
1914000,NaN,1913846,Manipuri
1914000,NaN,1914257,Assamese
1914000,NaN,1913969,Punjabi
1914000,NaN,1913754,Gujarati
1914000,NaN,1913985,Odia
1914000,NaN,1913765,Tamil
1914000,NaN,1913881,Telugu
1914000,NaN,1913761,Malayalam
1914001,NaN,1913887,English
1914001,NaN,1913951,Urdu
1914001,NaN,1913970,Hindi
1914001,NaN,1914015,Assamese
1914001,NaN,1914271,Punjabi
1914002,NaN,1915201,Bengali
1914002,NaN,1913947,English
1914002,NaN,1914047,Urdu
1914002,NaN,1914068,Marathi
1914002,NaN,1914014,Hindi
1914002,NaN,1914061,Manipuri
1914002,NaN,1914403,Assamese
1914002,NaN,1914329,Punjabi
1914002,NaN,1914958,Odia
1914002,NaN,1913997,Tamil
1914002,NaN,1914480,Telugu
1914002,NaN,1914102,Kannada
1914002,NaN,1914021,Malayalam
1914003,NaN,NaN,NaN
1914004,NaN,1914073,Odia
1914004,NaN,1913941,English
1914004,NaN,1914112,Urdu
1914004,NaN,1914012,Marathi
1914004,NaN,1914053,Hindi
1914004,NaN,1914254,Manipuri
1914004,NaN,1914060,Assamese
1914004,NaN,1914341,Punjabi
1914004,NaN,1914020,Tamil
1914004,NaN,1914092,Telugu
1914005,NaN,1913912,English
1914005,NaN,1914109,Urdu
1914005,NaN,1914124,Punjabi
1914005,NaN,1913939,Malayalam
1914006,NaN,1914080,Marathi
1914006,NaN,1913998,English
1914006,NaN,1914056,Urdu
1914006,NaN,1914045,Hindi
1914006,NaN,1914069,Manipuri
1914006,NaN,1914263,Punjabi
1914006,NaN,1914017,Tamil
1914007,NaN,1913954,English
1914007,NaN,1914139,Urdu
1914008,NaN,1914009,English
1914010,NaN,1914059,Urdu
1914010,NaN,1914041,Hindi
1914010,NaN,1914075,Marathi
1914010,NaN,1914057,Assamese
1914010,NaN,1915749,Manipuri
1914010,NaN,1914262,Punjabi
1914010,NaN,1914022,Gujarati
1914010,NaN,1914042,Tamil
1914010,NaN,1914118,Telugu
1914010,NaN,1914084,Kannada
1914011,NaN,1913896,English
1914011,NaN,1914034,Urdu
1914011,NaN,1913962,Manipuri
1914013,NaN,1914142,Urdu
1914016,NaN,1913977,English
1914016,NaN,1922753,Urdu
1914016,NaN,1914221,Manipuri
1914018,NaN,1913974,English
1914018,NaN,1914197,Urdu
1914018,NaN,1914026,Hindi
1914019,NaN,1913895,English
1914019,NaN,1914141,Urdu
