Main_PRID,Language,Extracted_PRID,Extracted_Language
1660000,NaN,1659974,English
1660000,NaN,1659991,Urdu
1660000,NaN,1659992,Urdu
1660000,NaN,1660018,Hindi
1660000,NaN,1659996,Marathi
1660000,NaN,1660107,Bengali
1660000,NaN,1660203,Assamese
1660000,NaN,1660010,Manipuri
1660000,NaN,1660102,Punjabi
1660000,NaN,1660041,Telugu
1660000,NaN,1660076,Malayalam
1660001,NaN,1659966,Telugu
1660001,NaN,1659764,English
1660001,NaN,1659856,Hindi
1660001,NaN,1659942,Assamese
1660001,NaN,1659860,Manipuri
1660001,NaN,1659906,Punjabi
1660001,NaN,1659865,Tamil
1660002,NaN,1660019,Marathi
1660002,NaN,1660228,Assamese
1660002,NaN,1659972,English
1660002,NaN,1660003,Urdu
1660002,NaN,1659988,Hindi
1660002,NaN,1660017,Bengali
1660002,NaN,1659999,Manipuri
1660002,NaN,1660094,Punjabi
1660002,NaN,1660009,Telugu
1660004,NaN,1660020,Malayalam
1660004,NaN,1659978,English
1660004,NaN,1660587,Marathi
1660004,NaN,1660005,Hindi
1660004,NaN,1659987,Manipuri
1660004,NaN,1660016,Bengali
1660004,NaN,1660238,Assamese
1660004,NaN,1660098,Punjabi
1660004,NaN,1659989,Gujarati
1660004,NaN,1660126,Odia
1660004,NaN,1660006,Tamil
1660004,NaN,1660007,Telugu
1660004,NaN,1660347,Kannada
1660008,NaN,1659914,Punjabi
1660008,NaN,1659762,English
1660008,NaN,1659871,Hindi
1660008,NaN,1659861,Marathi
1660008,NaN,1659970,Assamese
1660008,NaN,1659896,Tamil
1660011,NaN,1660234,Urdu
1660011,NaN,1660080,Marathi
1660011,NaN,1660066,Hindi
1660011,NaN,1660159,Assamese
1660011,NaN,1660122,Bengali
1660011,NaN,1660039,Manipuri
1660011,NaN,1660170,Punjabi
1660011,NaN,1660037,Gujarati
1660011,NaN,1660150,Odia
1660011,NaN,1660054,Tamil
1660011,NaN,1660045,Telugu
1660011,NaN,1660042,Kannada
1660011,NaN,1660096,Malayalam
1660012,NaN,NaN,NaN
1660013,NaN,1659663,English
1660013,NaN,1659685,Urdu
1660013,NaN,1659741,Hindi
1660013,NaN,1659744,Marathi
1660013,NaN,1659691,Bengali
1660013,NaN,1659676,Manipuri
1660013,NaN,1659692,Assamese
1660013,NaN,1659667,Punjabi
1660013,NaN,1659697,Gujarati
1660013,NaN,1659809,Odia
1660013,NaN,1659711,Tamil
1660013,NaN,1659756,Kannada
1660013,NaN,1659768,Malayalam
1660014,NaN,1659994,English
1660014,NaN,1659997,Hindi
1660014,NaN,1660049,Marathi
1660014,NaN,1660084,Bengali
1660014,NaN,1660048,Manipuri
1660014,NaN,1660157,Assamese
1660014,NaN,1660209,Punjabi
1660014,NaN,1660190,Gujarati
1660014,NaN,1660144,Odia
1660014,NaN,1660419,Tamil
1660014,NaN,1660213,Telugu
1660014,NaN,1660340,Kannada
1660014,NaN,1660515,Malayalam
1660015,NaN,1660152,Telugu
1660015,NaN,1660083,Malayalam
1660015,NaN,1660059,Tamil
1660015,NaN,1660148,Bengali
1660015,NaN,1660235,Urdu
1660015,NaN,1660034,Hindi
1660015,NaN,1660236,Assamese
1660015,NaN,1660072,Manipuri
1660015,NaN,1660173,Punjabi
1660021,NaN,1659995,English
1660021,NaN,1660230,Urdu
1660021,NaN,1660197,Bengali
1660021,NaN,1660051,Manipuri
1660021,NaN,1660233,Assamese
1660021,NaN,1660032,Tamil
1660021,NaN,1660040,Telugu
1660021,NaN,1660022,Kannada
1660023,NaN,1660265,Urdu
1660023,NaN,1660065,Hindi
1660023,NaN,1660140,Marathi
1660023,NaN,1660085,Manipuri
1660023,NaN,1660196,Bengali
1660023,NaN,1660249,Assamese
1660023,NaN,1660063,Gujarati
1660023,NaN,1660069,Tamil
1660023,NaN,1660147,Telugu
1660023,NaN,1660050,Kannada
1660024,NaN,1660071,Odia
1660024,NaN,1659993,English
