Main_PRID,Language,Extracted_PRID,Extracted_Language
1810000,NaN,1810065,Urdu
1810000,NaN,1810123,Hindi
1810000,NaN,1810034,Marathi
1810000,NaN,1810189,Manipuri
1810000,NaN,1810046,Tamil
1810000,NaN,1810099,Telugu
1810000,NaN,1810115,Kannada
1810001,NaN,1809614,Gujarati
1810001,NaN,1809586,English
1810001,NaN,1809630,Marathi
1810001,NaN,1809877,Bengali
1810002,NaN,1810086,Punjabi
1810003,NaN,1809987,English
1810003,NaN,1810028,Urdu
1810003,NaN,1810010,Hindi
1810003,NaN,1809999,Marathi
1810003,NaN,1810029,Manipuri
1810003,NaN,1810021,Bengali
1810004,NaN,1809948,English
1810004,NaN,1810053,Urdu
1810004,NaN,1809974,Hindi
1810004,NaN,1809970,Manipuri
1810004,NaN,1809988,Tamil
1810004,NaN,1810044,Kannada
1810005,NaN,1809075,Urdu
1810005,NaN,1808917,English
1810005,NaN,1809058,Marathi
1810005,NaN,1808918,Hindi
1810005,NaN,1810913,Assamese
1810005,NaN,1808978,Bengali
1810005,NaN,1809355,Manipuri
1810005,NaN,1809255,Punjabi
1810005,NaN,1809027,Gujarati
1810005,NaN,1809145,Odia
1810005,NaN,1809930,Telugu
1810005,NaN,1809511,Kannada
1810005,NaN,1809304,Malayalam
1810006,NaN,1810131,Urdu
1810006,NaN,1810125,Hindi
1810007,NaN,1808418,English
1810007,NaN,1813920,Urdu
1810007,NaN,1809670,Marathi
1810007,NaN,1808781,Manipuri
1810007,NaN,1809446,Bengali
1810007,NaN,1808656,Punjabi
1810007,NaN,1808955,Gujarati
1810007,NaN,1808948,Odia
1810007,NaN,1809096,Telugu
1810007,NaN,1808717,Kannada
1810007,NaN,1808818,Malayalam
1810008,NaN,1810114,Kannada
1810008,NaN,1810057,Urdu
1810008,NaN,1810062,Hindi
1810008,NaN,1810069,Tamil
1810009,NaN,1809621,Gujarati
1810009,NaN,1809682,Marathi
1810009,NaN,1809588,English
1810009,NaN,1809763,Bengali
1810011,NaN,1810137,Urdu
1810011,NaN,1810076,Hindi
1810011,NaN,1810102,Bengali
1810011,NaN,1810050,Tamil
1810012,NaN,1810013,Assamese
1810014,NaN,1810132,Urdu
1810014,NaN,1810041,Hindi
1810015,NaN,1809989,English
1810015,NaN,1809991,Hindi
1810016,NaN,1809631,English
1810016,NaN,1809827,Hindi
1810017,NaN,1809806,English
1810017,NaN,1810032,Hindi
1810018,NaN,1809901,Hindi
1810018,NaN,1809800,English
1810019,NaN,NaN,NaN
1810020,NaN,1809951,Malayalam
1810020,NaN,1809963,Tamil
1810020,NaN,1810896,Assamese
1810020,NaN,1809979,Kannada
1810020,NaN,1809942,English
1810020,NaN,1809980,Urdu
1810020,NaN,1809978,Marathi
1810020,NaN,1809952,Hindi
1810020,NaN,1809953,Manipuri
1810020,NaN,1810087,Punjabi
1810020,NaN,1809966,Gujarati
