Main_PRID,Language,Extracted_PRID,Extracted_Language
1935000,NaN,NaN,NaN
1935001,NaN,1935014,Urdu
1935001,NaN,1935022,Hindi
1935001,NaN,1935016,Marathi
1935001,NaN,1935050,Tamil
1935001,NaN,1935045,Telugu
1935002,NaN,1935019,Kannada
1935002,NaN,1935012,Urdu
1935002,NaN,1935015,Marathi
1935002,NaN,1935049,Tamil
1935002,NaN,1935044,Telugu
1935003,NaN,1935035,Kannada
1935003,NaN,1934919,English
1935003,NaN,1934932,Urdu
1935003,NaN,1934991,Marathi
1935003,NaN,1934957,Hindi
1935003,NaN,1935664,Assamese
1935003,NaN,1935096,Manipuri
1935003,NaN,1935334,Bengali
1935003,NaN,1934967,Gujarati
1935003,NaN,1934972,Odia
1935003,NaN,1934989,Tamil
1935003,NaN,1935026,Telugu
1935003,NaN,1934933,Malayalam
1935004,NaN,1935029,Kannada
1935004,NaN,1934920,English
1935004,NaN,1934935,Urdu
1935004,NaN,1934983,Marathi
1935004,NaN,1934959,Hindi
1935004,NaN,1935287,Assamese
1935004,NaN,1935098,Manipuri
1935004,NaN,1935167,Bengali
1935004,NaN,1934968,Gujarati
1935004,NaN,1934973,Odia
1935004,NaN,1934992,Tamil
1935004,NaN,1935027,Telugu
1935004,NaN,1934936,Malayalam
1935005,NaN,1934918,English
1935005,NaN,1934937,Urdu
1935005,NaN,1934984,Marathi
1935005,NaN,1934955,Hindi
1935005,NaN,1935166,Bengali
1935005,NaN,1935286,Assamese
1935005,NaN,1935095,Manipuri
1935005,NaN,1934966,Gujarati
1935005,NaN,1934971,Odia
1935005,NaN,1934988,Tamil
1935005,NaN,1935025,Telugu
1935005,NaN,1935030,Kannada
1935005,NaN,1934930,Malayalam
1935006,NaN,1934926,Malayalam
1935006,NaN,1934915,English
1935006,NaN,1934948,Urdu
1935006,NaN,1934934,Hindi
1935006,NaN,1934985,Marathi
1935006,NaN,1935092,Manipuri
1935006,NaN,1940336,Assamese
1935006,NaN,1935336,Bengali
1935006,NaN,1934963,Gujarati
1935006,NaN,1934969,Odia
1935006,NaN,1934986,Tamil
1935006,NaN,1935021,Telugu
1935006,NaN,1935031,Kannada
1935007,NaN,1934928,Malayalam
1935007,NaN,1934916,English
1935007,NaN,1934949,Urdu
1935007,NaN,1934995,Marathi
1935007,NaN,1934938,Hindi
1935007,NaN,1935165,Bengali
1935007,NaN,1935093,Manipuri
1935007,NaN,1935281,Assamese
1935007,NaN,1934964,Gujarati
1935007,NaN,1934970,Odia
1935007,NaN,1934987,Tamil
1935007,NaN,1935023,Telugu
1935007,NaN,1935032,Kannada
1935008,NaN,1934855,Malayalam
1935008,NaN,1934831,English
1935008,NaN,1934841,Urdu
1935008,NaN,1934888,Marathi
1935008,NaN,1934880,Hindi
1935008,NaN,1934978,Bengali
1935008,NaN,1935090,Manipuri
1935008,NaN,1936732,Assamese
1935008,NaN,1934849,Gujarati
1935008,NaN,1934921,Odia
1935008,NaN,1934867,Tamil
1935008,NaN,1934982,Telugu
1935008,NaN,1935033,Kannada
1935009,NaN,1935036,Kannada
1935009,NaN,1934917,English
1935009,NaN,1934950,Urdu
1935009,NaN,1934951,Hindi
1935009,NaN,1934993,Marathi
1935009,NaN,1935094,Manipuri
1935009,NaN,1935164,Bengali
1935009,NaN,1935285,Assamese
1935009,NaN,1934965,Gujarati
1935009,NaN,1934997,Odia
1935009,NaN,1934990,Tamil
1935009,NaN,1935024,Telugu
1935009,NaN,1934944,Malayalam
1935010,NaN,1934812,Bengali
1935010,NaN,1934649,English
1935010,NaN,1934741,Urdu
1935010,NaN,1934755,Hindi
1935010,NaN,1935088,Manipuri
1935010,NaN,1936314,Assamese
1935010,NaN,1935086,Punjabi
1935010,NaN,1934760,Gujarati
1935010,NaN,1934897,Odia
1935010,NaN,1934844,Tamil
1935010,NaN,1934738,Kannada
1935010,NaN,1934696,Malayalam
1935011,NaN,1935039,Kannada
1935013,NaN,1935037,Kannada
1935013,NaN,1934808,English
1935013,NaN,1934881,Urdu
1935013,NaN,1934864,Marathi
1935013,NaN,1934648,Hindi
1935013,NaN,1937042,Assamese
1935013,NaN,1934979,Bengali
1935013,NaN,1935087,Manipuri
1935013,NaN,1935054,Punjabi
1935013,NaN,1934865,Gujarati
1935013,NaN,1934902,Odia
1935013,NaN,1934874,Tamil
1935013,NaN,1934863,Malayalam
1935017,NaN,1935038,Urdu
1935017,NaN,1935051,Hindi
1935017,NaN,1935043,Marathi
1935017,NaN,1935053,Tamil
1935017,NaN,1935061,Telugu
1935018,NaN,1935066,Odia
1935018,NaN,1935067,Odia
1935018,NaN,1935104,Urdu
1935018,NaN,1935042,Hindi
1935018,NaN,1935055,Tamil
1935018,NaN,1935046,Telugu
1935020,NaN,NaN,NaN
1935028,NaN,1934834,English
1935028,NaN,1934893,Urdu
1935028,NaN,1934903,Marathi
1935028,NaN,1934646,Hindi
1935028,NaN,1935288,Assamese
1935028,NaN,1934977,Bengali
1935028,NaN,1935089,Manipuri
1935028,NaN,1935052,Punjabi
1935028,NaN,1934885,Gujarati
1935028,NaN,1934923,Odia
1935028,NaN,1934882,Tamil
1935028,NaN,1934981,Telugu
1935028,NaN,1934875,Malayalam
1935034,NaN,1935105,Urdu
1935034,NaN,1935048,Hindi
1935034,NaN,1935056,Tamil
1935040,NaN,1935106,Urdu
1935040,NaN,1935068,Hindi
1935040,NaN,1935064,Marathi
1935041,NaN,1935065,Hindi
1935041,NaN,1935412,Punjabi
1935041,NaN,1935107,Urdu
1935041,NaN,1935070,Marathi
1935047,NaN,1934890,English
1935047,NaN,1934942,Hindi
1935047,NaN,1935594,Assamese
1935047,NaN,1935100,Manipuri
1935057,NaN,1934840,English
1935057,NaN,1934896,Marathi
1935057,NaN,1934913,Hindi
1935057,NaN,1935091,Manipuri
1935057,NaN,1934907,Odia
1935058,NaN,1934889,English
1935058,NaN,1934946,Hindi
1935059,NaN,1935060,English
1935062,NaN,1934873,English
1935062,NaN,1934958,Hindi
1935063,NaN,1934892,English
1935063,NaN,1934858,Marathi
1935063,NaN,1936926,Hindi
1935069,NaN,1934876,English
1935069,NaN,1934945,Hindi
1935071,NaN,1934905,English
1935071,NaN,1934947,Hindi
1935072,NaN,1934862,English
1935072,NaN,1934939,Hindi
1935072,NaN,1934904,Marathi
1935073,NaN,1934868,English
1935073,NaN,1934910,Marathi
1935073,NaN,1934912,Hindi
1935073,NaN,1934922,Odia
1935074,NaN,1935080,Malayalam
1935074,NaN,1935131,Urdu
1935074,NaN,1935126,Marathi
1935074,NaN,1935129,Hindi
1935074,NaN,1935146,Manipuri
1935074,NaN,1940337,Assamese
1935074,NaN,1935181,Bengali
1935074,NaN,1935200,Punjabi
1935074,NaN,1935112,Gujarati
1935074,NaN,1935149,Odia
1935074,NaN,1935135,Tamil
1935074,NaN,1935323,Telugu
1935074,NaN,1935224,Kannada
1935075,NaN,1935113,Urdu
1935075,NaN,1935118,Marathi
1935075,NaN,1935145,Hindi
1935075,NaN,1935656,Assamese
1935075,NaN,1935148,Manipuri
1935075,NaN,1935180,Bengali
1935075,NaN,1935201,Punjabi
1935075,NaN,1935116,Gujarati
1935075,NaN,1935119,Odia
1935075,NaN,1935136,Tamil
1935075,NaN,1935324,Telugu
1935075,NaN,1935233,Kannada
1935075,NaN,1935081,Malayalam
1935076,NaN,1935226,Kannada
1935076,NaN,1935109,Urdu
1935076,NaN,1935124,Marathi
1935076,NaN,1935159,Hindi
1935076,NaN,1936362,Assamese
1935076,NaN,1935144,Manipuri
1935076,NaN,1935179,Bengali
1935076,NaN,1935203,Punjabi
1935076,NaN,1935122,Gujarati
1935076,NaN,1935150,Odia
1935076,NaN,1935137,Tamil
1935076,NaN,1935325,Telugu
1935076,NaN,1935082,Malayalam
1935077,NaN,1935115,Urdu
1935077,NaN,1935128,Marathi
1935077,NaN,1935110,Hindi
1935077,NaN,1935140,Manipuri
1935077,NaN,1935660,Assamese
1935077,NaN,1935175,Bengali
1935077,NaN,1935204,Punjabi
1935077,NaN,1935123,Gujarati
1935077,NaN,1935172,Odia
1935077,NaN,1935139,Tamil
1935077,NaN,1935326,Telugu
1935077,NaN,1935230,Kannada
1935077,NaN,1935083,Malayalam
1935078,NaN,1935117,Urdu
1935078,NaN,1935130,Marathi
1935078,NaN,1935111,Hindi
1935078,NaN,1935671,Assamese
1935078,NaN,1935138,Manipuri
1935078,NaN,1935178,Bengali
1935078,NaN,1935205,Punjabi
1935078,NaN,1935125,Gujarati
1935078,NaN,1935171,Odia
1935078,NaN,1935141,Tamil
1935078,NaN,1935269,Telugu
1935078,NaN,1935236,Kannada
1935078,NaN,1935084,Malayalam
1935079,NaN,1935114,Urdu
1935079,NaN,1935132,Marathi
1935079,NaN,1935121,Hindi
1935079,NaN,1935134,Manipuri
1935079,NaN,1935668,Assamese
1935079,NaN,1935177,Bengali
1935079,NaN,1935197,Punjabi
1935079,NaN,1935127,Gujarati
1935079,NaN,1935170,Odia
1935079,NaN,1935143,Tamil
1935079,NaN,1935270,Telugu
1935079,NaN,1935232,Kannada
1935079,NaN,1935085,Malayalam
1935097,NaN,1934839,English
1935097,NaN,1935108,Urdu
1935097,NaN,1934909,Hindi
1935099,NaN,1934781,English
1935099,NaN,1934837,Urdu
1935099,NaN,1934960,Hindi
1935101,NaN,1934668,English
1935101,NaN,1934684,Urdu
1935101,NaN,1934717,Hindi
1935101,NaN,1934735,Marathi
1935101,NaN,1934780,Punjabi
1935101,NaN,1934895,Odia
1935101,NaN,1934724,Tamil
1935101,NaN,1934790,Telugu
1935102,NaN,1934788,English
1935102,NaN,1934856,Urdu
1935102,NaN,1934829,Marathi
1935102,NaN,1934766,Hindi
1935102,NaN,1934848,Tamil
1935102,NaN,1934883,Kannada
1935103,NaN,1934914,English
1935103,NaN,1934927,Urdu
1935103,NaN,1934906,Hindi
1935103,NaN,1935210,Punjabi
1935120,NaN,1935147,Urdu
1935120,NaN,1935152,Marathi
1935120,NaN,1935142,Hindi
1935120,NaN,1935154,Manipuri
1935120,NaN,1935289,Assamese
1935120,NaN,1935354,Bengali
1935120,NaN,1935199,Punjabi
1935120,NaN,1935133,Gujarati
1935120,NaN,1935168,Odia
1935120,NaN,1935155,Tamil
1935120,NaN,1935271,Telugu
1935120,NaN,1935228,Kannada
1935120,NaN,1935151,Malayalam
1935153,NaN,1934833,English
1935153,NaN,1934645,Hindi
1935153,NaN,1935158,Manipuri
1935153,NaN,1946394,Bengali
1935153,NaN,1945792,Assamese
1935153,NaN,1935211,Punjabi
1935153,NaN,1934941,Gujarati
1935153,NaN,1935335,Tamil
1935153,NaN,1938473,Telugu
1935153,NaN,1935235,Kannada
1935153,NaN,1934860,Malayalam
1935156,NaN,1934824,English
1935156,NaN,1935163,Urdu
1935156,NaN,1934644,Hindi
1935156,NaN,1945304,Marathi
1935156,NaN,1946617,Bengali
1935156,NaN,1945803,Assamese
1935156,NaN,1935213,Punjabi
1935156,NaN,1934940,Gujarati
1935156,NaN,1936637,Odia
1935156,NaN,1935333,Tamil
1935156,NaN,1938462,Telugu
1935156,NaN,1935234,Kannada
1935156,NaN,1934851,Malayalam
1935157,NaN,1935229,Urdu
1935157,NaN,1935173,Hindi
1935157,NaN,1935505,Manipuri
1935157,NaN,1935308,Punjabi
1935157,NaN,1935218,Tamil
1935157,NaN,1935268,Telugu
1935160,NaN,1935503,Manipuri
1935160,NaN,1935246,Urdu
1935160,NaN,1935174,Hindi
1935160,NaN,1935176,Marathi
1935160,NaN,1935279,Odia
1935160,NaN,1935231,Tamil
1935160,NaN,1935275,Telugu
1935161,NaN,NaN,NaN
1935162,NaN,1935264,Urdu
1935162,NaN,1935187,Marathi
1935162,NaN,1935194,Hindi
1935162,NaN,1935353,Bengali
1935162,NaN,1935504,Manipuri
1935162,NaN,1935309,Punjabi
1935162,NaN,1935216,Tamil
1935162,NaN,1935266,Telugu
1935169,NaN,1934952,English
1935169,NaN,1934994,Urdu
1935169,NaN,1934980,Telugu
1935169,NaN,1934999,Tamil
1935169,NaN,1934976,Hindi
1935182,NaN,1935241,Urdu
1935182,NaN,1935185,Marathi
1935182,NaN,1935188,Hindi
1935182,NaN,1935506,Manipuri
1935182,NaN,1935356,Bengali
1935182,NaN,1940471,Assamese
1935182,NaN,1935262,Punjabi
1935182,NaN,1935207,Gujarati
1935182,NaN,1935208,Odia
1935182,NaN,1935220,Tamil
1935182,NaN,1935273,Telugu
1935182,NaN,1935217,Kannada
1935182,NaN,1935193,Malayalam
1935183,NaN,1935219,Kannada
1935183,NaN,1935243,Urdu
1935183,NaN,1935186,Marathi
1935183,NaN,1935189,Hindi
1935183,NaN,1935507,Manipuri
1935183,NaN,1936813,Assamese
1935183,NaN,1935277,Bengali
1935183,NaN,1935214,Punjabi
1935183,NaN,1935191,Gujarati
1935183,NaN,1935206,Odia
1935183,NaN,1935221,Tamil
1935183,NaN,1935274,Telugu
1935183,NaN,1935192,Malayalam
1935184,NaN,1935508,Manipuri
1935184,NaN,1935292,Urdu
1935184,NaN,1935202,Hindi
1935184,NaN,1935375,Punjabi
1935184,NaN,1935223,Tamil
1935184,NaN,1935267,Telugu
1935184,NaN,1935222,Kannada
1935190,NaN,NaN,NaN
1935195,NaN,1935293,Urdu
1935195,NaN,1935252,Hindi
1935195,NaN,1935513,Manipuri
1935195,NaN,1935276,Telugu
1935196,NaN,1935212,Marathi
1935198,NaN,1935254,Urdu
1935198,NaN,1935244,Hindi
1935198,NaN,1935239,Marathi
1935198,NaN,1935512,Manipuri
1935198,NaN,1935408,Punjabi
1935198,NaN,1935251,Tamil
1935198,NaN,1935265,Telugu
