PDF Number,Course Name,Link
202.pdf,Linear Dynamical Systems,https://drive.google.com/file/d/1OQFPbpE7PKS62wzyFNuDcdriuCwfsH3L/view?usp=drivesdk
203.pdf,Game theory,https://drive.google.com/file/d/1Oa1x5cU-fLsEu5AqKtFus7Z7xqZFiF8h/view
204.pdf,User Interface Design,https://drive.google.com/file/d/1Od0G1mtlRHz5LkxgT3GPr7wDEIw7GV05/view
205.pdf,Analog communication,https://drive.google.com/file/d/1OfbVLK3_ByXm1wdu48KfgX07fN9Vp8J4/view
206.pdf,Fundamentals of optical and scanning electron microscopy,https://drive.google.com/file/d/1OwfMWB_gt9xGKfZ8vjstdw_WwtsITt1X/view
207.pdf,Organizational Behaviour,https://drive.google.com/file/d/1P4a1LbvZXeBI6qBoxEomq3-UKWKLCZwq/view?usp=drivesdk
208.pdf,"Introduction to Political Ideologies : Contexts, Ideas, and Practices",https://drive.google.com/file/d/1P4mZHZQTf3Qp55MzqKtiZ6axTJJF7_1y/view?usp=drivesdk
209.pdf,Principles of Metal Forming Technology,https://drive.google.com/file/d/1PAeda49cpGCS6W41zIf9eHdzwQh58SvK/view
210.pdf,Operations and Supply Chain Management,https://drive.google.com/file/d/1PC9cRJCLNd3dvwsiD7gmlu8gXQkyK4TL/view
211.pdf,Energy conservation and waste heat recovery,https://drive.google.com/file/d/1PFPciHPuFnfyH5V5_ZPAQhCyIUgcQaw5/view
212.pdf,Textured Yarn Technology,https://drive.google.com/file/d/1PNIqWy2p9yADAi001GB_AAMOthI9o7Yh/view?usp=drivesdk
213.pdf,The Joy of Computing using Python,https://drive.google.com/file/d/1POOjIxH0QbRtqQmLwFjCo7lrJDfPNset/view
214.pdf,Gender justice and workplace security,https://drive.google.com/file/d/1POlwKGkZjSJQm59ypDziGyjpOSbZpk6L/view
215.pdf,Concepts of Thermodynamics,https://drive.google.com/file/d/1PTX_lnSygSyuJwNu9845tPGWQvdmy7tF/view
216.pdf,Principles of Hydraulic Machines and System Design,https://drive.google.com/file/d/1PUNrayKPJgMtVAiWhxc2H0yXuVUHJAwg/view
217.pdf,Infrastructure Economics,https://drive.google.com/file/d/1PXOqiMLc5awNbpPWlJXNS7x2W7O1i5Z9/view
218.pdf,NOC:HSE for offshore and petroleum engineers-Practices,https://drive.google.com/file/d/1PbVC-cuKUK1hCkNbNz43qVEUhGNjU32Q/view?usp=drivesdk
219.pdf,One and two dimensional NMR Spectroscopy for chemists,https://drive.google.com/file/d/1Pg7nTnJEOwcEaeB8IkmlWCD9okMD0Wd_/view
220.pdf,Manufacturing Automation,https://drive.google.com/file/d/1Pif6O3Bg2ZUbIOAUe0NwwMFlA4jxfHXX/view
221.pdf,Testing of Functional and Technical Textiles,https://drive.google.com/file/d/1PpDGutZWVYNAbXPFnq0Q8a0cf78EBXcH/view?usp=drivesdk
222.pdf,Evolution of Air Interface towards 5G,https://drive.google.com/file/d/1PpqdmC6EnByiIwTiteUONnxCCen5gPqV/view
223.pdf,Privacy and Security in Online Social Media,https://drive.google.com/file/d/1Pt9-gq70dYsByxOeF6t4pY-QXLtHm0JM/view
224.pdf,Privacy and Security in Online Social Media,https://drive.google.com/file/d/1Pt9-gq70dYsByxOeF6t4pY-QXLtHm0JM/view
225.pdf,Introduction to Blockchain Technology and Applications,https://drive.google.com/file/d/1PtYaDmWYaqPVGjKDnMYGWO5eoI5wMPtJ/view?usp=drivesdk
226.pdf,Elements of Visual Representation,https://drive.google.com/file/d/1Q2R419N5HlGtiDxBM-Vf8jHjRO4e_JAA/view
227.pdf,Introduction to Film studies,https://drive.google.com/file/d/1Qfkub-cFBSI3HxgJgKS_n2Q1VrlwGNEa/view?usp=drivesdk
228.pdf,Appreciating Linguistics: A Typological Approach,https://drive.google.com/file/d/1QkPvk0mfUeAkFX2trrCy0bnpcl69RhWG/view
229.pdf,Numerical Analysis,https://drive.google.com/file/d/1QqSto12BGlx1VMjN4Vs6E7GNzB0_PlYs/view
230.pdf,Thermodynamics,https://drive.google.com/file/d/1R41-5k1pU3HsVoAYBfByrbBZHiVvPq8T/view
231.pdf,Integral Transforms and their Applications,https://drive.google.com/file/d/1R95Q54CUTRffNfBRTW2ajUoafBV-Eabs/view
232.pdf,Development Research Methods,https://drive.google.com/file/d/1RALoqORC7LJKFaWRERqO_dgM0EPrJ-2p/view
233.pdf,DC Microgrid,https://drive.google.com/file/d/1RP_Eik2hXvW8hllxo_Jdbo292J2q18R8/view
234.pdf,Introduction to Rings and Fields,https://drive.google.com/file/d/1RU9WkQCn13NYQiULxyqAgvHJvCVElU8Q/view
235.pdf,A brief introduction of Micro - Sensors,https://drive.google.com/file/d/1RhbAqFJOm-9EpRAQEPR04D_XvGaXQmtj/view
236.pdf,Interpersonal Skills,https://drive.google.com/file/d/1RiXoKCbS1VuqrPoH5-OPEdRwmcIzvRNu/view
237.pdf,Electrochemical Technology in Pollution Control,https://drive.google.com/file/d/1RssdgpYmWAaTSVtqJBy3ZVMiUH0xWEhx/view?usp=drivesdk
238.pdf,Advanced Engineering Mathematics,https://drive.google.com/file/d/1Rxy8t0i1oBUfPgGM6I_YsdOhmYlyGJg0/view
239.pdf,Introduction to Stochastic Processes,https://drive.google.com/file/d/1S7Pm9nwnJqNi9jfaBseWgoocfbEWSivW/view?usp=drivesdk
240.pdf,Fundamentals of Compressible Flow,https://drive.google.com/file/d/1ShX3Wf8Y_g-oDwsgRvSo_iHeqdwt3Ewb/view
241.pdf,Global Navigation Satellite Systems and Applications,https://drive.google.com/file/d/1SrhxASgl3uET7V_HkRzeo4Hw_hkmvQXR/view
242.pdf,Reagents in Organic Synthesis,https://drive.google.com/file/d/1Suy60Ult_x0zRgaRl8FgDWzGqc0RZsdz/view
243.pdf,Introduction to Literary Theory,https://drive.google.com/file/d/1SzDVAgCW2m3Qu46Kds_enbDM18ikEJfP/view
244.pdf,Literary Theory and Literary Criticism,https://drive.google.com/file/d/1T44HNVY0Fra6OnVZLgdNCRhtsSe0YFZA/view
245.pdf,Power Plant Engineering,https://drive.google.com/file/d/1T918FaFcq5_Tvu9yVboy4LwJ_ua76Pkd/view
246.pdf,Polymer Reaction Engineering,https://drive.google.com/file/d/1TCPxa-ts0e3b3InTOWuisCf7TopasJ_5/view?usp=drivesdk
247.pdf,Earth Sciences for Civil Engineering,https://drive.google.com/file/d/1TZFbaFpkTsxGD6PTqnhoYD8nPJansLwr/view
248.pdf,Earth Sciences for Civil Engineering,https://drive.google.com/file/d/1TZFbaFpkTsxGD6PTqnhoYD8nPJansLwr/view
249.pdf,Non-Conventional Energy Resources,https://drive.google.com/file/d/1TezxsWvbHDda45wGLHt7vDS5zFv7kd56/view
250.pdf,Physics of Turbulence,https://drive.google.com/file/d/1TmjukUvEo5QX4x04QyonaHNzQ09wGl7s/view?usp=drivesdk
251.pdf,Quantitative Finance,https://drive.google.com/file/d/1TnlANklLzHCHDBIf92TABx5oLGdlXz7G/view
252.pdf,Business Analytics & Data Mining Modeling Using R-PART II,https://drive.google.com/file/d/1Tyj4smq5s_aqJULkHmpobwnR5REufDne/view
253.pdf,Advanced Thermodynamics,https://drive.google.com/file/d/1TylpQeIARRPmTHoQwevSG8uv3PHsbn2T/view?usp=drivesdk
254.pdf,"Water, Society and Sustainability",https://drive.google.com/file/d/1U2n4BmBI_w9StzSaA43i0qZ2HnJ9wczD/view
255.pdf,Chemical and biological thermodynamics: principles to applications,https://drive.google.com/file/d/1UAhSED58PfhIFQwXk8c_MYRYbCCeznnS/view
256.pdf,Qualitative Research Methods,https://drive.google.com/file/d/1UGktTIXZ8DPwJN9R-aTx9i7el2IvyW3E/view
257.pdf,Network Analysis for Mines and Mineral Engineering,https://drive.google.com/file/d/1ULgH0nqKlDpclUknRwx_BJS0FlrX9Wuy/view
258.pdf,Elementary Stereology for Quantitative Metallography,https://drive.google.com/file/d/1UMzWrMGeGR5nVgav7gjyTdHXxKMUtVPa/view
259.pdf,Introduction to Reciprocal Space,https://drive.google.com/file/d/1URJammt-s39ti6AzAkCIj1g7EOq6EPXO/view
260.pdf,Computer Architecture,https://drive.google.com/file/d/1Usuroz9rW-KpPNiCMFoe0EOjK8LaIvkZ/view
261.pdf,Design Principles of RF and Microwave Filters and Amplifiers,https://drive.google.com/file/d/1V0Lc0fk5Z_PlAJf-g9XOJj2s43hyXWYo/view
262.pdf,Basics in Inorganic Chemistry,https://drive.google.com/file/d/1V0UXJQ3NiqUQumnGJhZM7_waMoc3zQIG/view?usp=drivesdk
263.pdf,Energy Economics and Policy,https://drive.google.com/file/d/1VLE5c27ZtUNWEWCeoDeECCM46gEMYQRB/view
264.pdf,Introduction to Embedded System Design,https://drive.google.com/file/d/1VOACjI9oyGsgUDC7BryI7sXv5MfBhpOd/view?usp=drivesdk
265.pdf,Financial Derivatives & Risk Management,https://drive.google.com/file/d/1VPDAmFcywOGtF7mWBQ-k28NctM_zMOQl/view
266.pdf,Fluid Mechanics,https://drive.google.com/file/d/1VVnVxQDGECJRocV8Phpebb52Q5T7okHB/view?usp=drivesdk
267.pdf,Fundamentals of Automotive Systems,https://drive.google.com/file/d/1VgRjo7PkVvtrIsdXW8dKYLI6lAi8Ludx/view?usp=drivesdk
268.pdf,Towards an Ethical Digital Society: From Theory to Practice,https://drive.google.com/file/d/1VomVR6T1WD-1bgeQurlf17baav-A6_Pz/view?usp=drivesdk
269.pdf,Introduction to Programming in C,https://drive.google.com/file/d/1Vr4XKnxQMPh4I7D3suuPt7mGENHfLDTQ/view
270.pdf,Introduction to Civil Engineering Profession,https://drive.google.com/file/d/1VzMLyNDZMTuhB8kJNmSTjM0t1uXMAFWL/view?usp=drivesdk
271.pdf,Introduction to R Software,https://drive.google.com/file/d/1WCvgtr5Ln-xfnKC36RbIcMjIbJUTT8rg/view
272.pdf,Infrastructure Planning and Management,https://drive.google.com/file/d/1WDoWBuC8rvxUxpJyX9wrKNYaQe49ILWn/view
273.pdf,Electrical Distribution System Analysis,https://drive.google.com/file/d/1WDq-fP-iOhFiqmkquq8i_Hc6cazdJqRR/view
274.pdf,Introduction to Nonlinear Dynamics,https://drive.google.com/file/d/1WG5yP0ToOTYIoKD3ci8CvyiWxPgdTt2V/view
275.pdf,Manufacturing Processes - Casting and Joining,https://drive.google.com/file/d/1WKlFcTbGQDXVjaoaXDGxMWd_ACAoeP1N/view?usp=drivesdk
276.pdf,Power Quality Improvement Technique,https://drive.google.com/file/d/1WOKNWTmffLgR-0MnLeRZlAub17A_gECp/view?usp=drivesdk
277.pdf,"Services Marketing : Integrating People, Technology, Strategy",https://drive.google.com/file/d/1WbG32Dl-zLz5QAyNqxgYd-V1kMCQDhtP/view
278.pdf,Introduction to Data Analytics,https://drive.google.com/file/d/1Wh-b5hG5ZRE11PaiHhgjzG29QMsgiYDk/view
279.pdf,Product Design and Manufacturing,https://drive.google.com/file/d/1WqHxocs0UWB77rAgIFQ7M1yPbW5sgViG/view
280.pdf,Optical Spectroscopy and Microscopy : Fundamentals of optical measurements and instrumentation,https://drive.google.com/file/d/1WqemALTbL_PnZECyIj5mai8FrdkDZm-g/view?usp=drivesdk
281.pdf,Essentials of Biomolecules : Nucleic Acids and Peptides,https://drive.google.com/file/d/1Wu2movtBbdRHOxyjqVi-PPVz1mbEzV7w/view?usp=drivesdk
282.pdf,Aircraft Structures - I,https://drive.google.com/file/d/1X2bjJKsqSmh5SjvUoqyjUz82Ucpcw7As/view?usp=drivesdk
283.pdf,Antennas,https://drive.google.com/file/d/1X5wWeEui9Tnqa2fgdvMd7_AA6Eg_JV_r/view
284.pdf,Engineering Mechanics,https://drive.google.com/file/d/1XbgTLtJ4JStsGTgDNqwT6sfUCXjUEdis/view
285.pdf,Diffusion in Multicomponent Solids,https://drive.google.com/file/d/1XqDHSBm2WXyr0XYBbJ0oBblcE0KX8MJU/view?usp=drivesdk
286.pdf,Principles of Casting Technology,https://drive.google.com/file/d/1XslU9g71VviNShJ3gX3zGMQJutCrI-X8/view
287.pdf,Foundation of Computational Fluid Dynamics,https://drive.google.com/file/d/1Y8DGW2TAipxzRYCG2THeZNdVhgZZgd5L/view
288.pdf,Applied Thermodynamics for Engineers,https://drive.google.com/file/d/1YB6OCwmhOA1UTsmyN6oKrkdcqVvr4MVl/view
289.pdf,Textile Finishing,https://drive.google.com/file/d/1YIP1kV5TzN0qNSVW-aqvQr3q-TrZqrhN/view
290.pdf,Welding of Advanced High Strength Steels for Automotive Applications,https://drive.google.com/file/d/1YKpu9HNLZjouwIVwP5aTVUBK4G7Q16C8/view
291.pdf,Introduction to Photonics,https://drive.google.com/file/d/1YVI81e7M_ab0sAzQeIaAVip2P75OMXLn/view
292.pdf,Arithmetic Circuit Complexity,https://drive.google.com/file/d/1Yo8PE0gcxVdtBQXfb055E23fmaoXnW-o/view?usp=drivesdk
293.pdf,Design and Simulation of DC-DC converters using open source tools,https://drive.google.com/file/d/1Z-IgC0y0vExGpn1gxstpfxXdGStkbgiH/view
294.pdf,Scheduling Techniques in Projects,https://drive.google.com/file/d/1Z76HpKhpHuKKSly1gE-sM8vd6Ii7MbW-/view
295.pdf,Material Characterization,https://drive.google.com/file/d/1ZeiyScfaE8p_RHp_mABUzZ5xIbCpkx1f/view?usp=drivesdk
296.pdf,Ironmaking and Steelmaking,https://drive.google.com/file/d/1Zr05fCqm9Pb25F2eMYd7ShVz08--0FQK/view?usp=drivesdk
297.pdf,Introduction to Soft Matter,https://drive.google.com/file/d/1ZyR_zEYW6nef3oJRQWSgEYeabR0-qPro/view?usp=drivesdk
298.pdf,Understanding Design,https://drive.google.com/file/d/1_8qiTpyOhmGo_r4DqgcVqytaY0uGsZ-9/view
299.pdf,Semiconductor Devices and Circuits,https://drive.google.com/file/d/1_G9qOXeNz1fcVT_Q3gbYFkxrmPbjGQj1/view
300.pdf,Soil Structure Interaction,https://drive.google.com/file/d/1_GYCIYJwx09M_j2VBAdxKooJWI4I0f1m/view?usp=drivesdk
301.pdf,Optical Engineering,https://drive.google.com/file/d/1_i0g8aM1lvgOB2_9Evm3v5Y8ikk4bKJi/view
302.pdf,Hydraulic Engineering,https://drive.google.com/file/d/1_kE6vjDh2uL5c-9XvPKnrpqVsb4ZKcJ7/view?usp=drivesdk
303.pdf,Integrated Marketing Management,https://drive.google.com/file/d/1_q2sxpe2EBNPWByuXZ5yn8ZbbkEmgqVF/view?usp=drivesdk
304.pdf,Introduction to Aircraft Design,https://drive.google.com/file/d/1_syxw8dadNvRQuX9q8etdXyvhOAqmEmf/view
305.pdf,Structural System in Architecture,https://drive.google.com/file/d/1_wIPFyWqUffyLUQ1hwwFFj94yi56zwTo/view?usp=drivesdk
306.pdf,Innovation by Design,https://drive.google.com/file/d/1a4E3Q9yYMluvIKAtQoTUgytiuOakLdUP/view
307.pdf,Digital Switching - I,https://drive.google.com/file/d/1a6FhrPCwj1zlYsOkhpKUg3H9Aw9_rqfO/view
308.pdf,Experimental Physics I,https://drive.google.com/file/d/1a6jhMe_zRNMoxQE3ObrmyLawBUKs2vh5/view
309.pdf,Managerial Skills for Interpersonal Dynamics,https://drive.google.com/file/d/1aMWHlw9J4q_uHG4GP88eHu3KK9EyBdLP/view?usp=drivesdk
310.pdf,"Fuzzy Sets, Logic and Systems & Applications",https://drive.google.com/file/d/1aTsd3-_Xil13K_UI_usT7_I_LzdC2pHV/view?usp=drivesdk
311.pdf,Introduction to Atmospheric and Space Sciences,https://drive.google.com/file/d/1acbGHjmaZZybrI3r_gtcQudahz40OWXq/view?usp=drivesdk
312.pdf,Constitution of India and Environmental Governance: Administrative and Adjudicatory Process,https://drive.google.com/file/d/1ad9wctyQlIZoieTiIZ-8kpE19oAzpAQ9/view?usp=drivesdk
313.pdf,Big Data Computing,https://drive.google.com/file/d/1aduy4DMWIqv4xXPdWzwHxnCBc_H6JnoT/view
314.pdf,Fundamentals of Spectroscopy,https://drive.google.com/file/d/1afrscabq4WIuGX1uCxMtpSLn38Uy_Hoe/view?usp=drivesdk
315.pdf,Economic Growth and Development,https://drive.google.com/file/d/1ai6oso16RtXZyXjTO5nzqgZmScqzU-fV/view
316.pdf,Foundations of Cognitive Robotics,https://drive.google.com/file/d/1ajmaiXwpzzhu0jf_-ayD8AN3uw8J_vaU/view
317.pdf,Plant Cell Bioprocessing,https://drive.google.com/file/d/1at-T1a3xbnYXytnXnwyLsy2JmP6JdGi_/view
318.pdf,Analysis and Modeling of Welding,https://drive.google.com/file/d/1b51n-QhFx5ZvomPkREip-7UJy7HVimyI/view
319.pdf,Architectural Design of Digital Integrated Circuits,https://drive.google.com/file/d/1b7fuWkphtazr9u4fKwIGjketxrSPEDMn/view?usp=drivesdk
320.pdf,Steam Power Engineering,https://drive.google.com/file/d/1bOkxUaULNkUoOc6rzANEUOm1xqKX8D7S/view
321.pdf,Fundamentals of database systems,https://drive.google.com/file/d/1bPUx7LD3pW0rBiQa4bs_el2CS6SYjg7C/view
322.pdf,"Programming, Data Structures and Algorithms in Python",https://drive.google.com/file/d/1bRX98NgI8wbsdCFaKYe80atz7Y_tMuRH/view
323.pdf,"Programming, Data Structures and Algorithms in Python",https://drive.google.com/file/d/1bRX98NgI8wbsdCFaKYe80atz7Y_tMuRH/view
324.pdf,MATLAB Programming for Numerical Computation,https://drive.google.com/file/d/1bRzeLj1qBqpXYGEDw2yPPBxBARUMHnHP/view
325.pdf,MATLAB Programming for Numerical Computation,https://drive.google.com/file/d/1bRzeLj1qBqpXYGEDw2yPPBxBARUMHnHP/view
326.pdf,The Renaissance and Shakespeare,https://drive.google.com/file/d/1bStNyKmjEfVhBTbb9L36iCaMYxAfknGG/view
327.pdf,Maintenance and Repair of Concrete Structures,https://drive.google.com/file/d/1bVC06xNRJAdfOweNUDoMsLQTpcfv4yKZ/view?usp=drivesdk
328.pdf,Advanced Linear Continuous Control Systems: Applications with MATLAB Programming and Simulink,https://drive.google.com/file/d/1bVu8OrBNjaqHDzd6UEF55vfaupk6BzVC/view
329.pdf,Modern Indian Writing in Translation,https://drive.google.com/file/d/1bixwXRX_9qd5GGWTFtQ_RKOIGG_YpZq4/view?usp=drivesdk
330.pdf,Satellite Communication Systems,https://drive.google.com/file/d/1bprr0eAd-0u1GbLhByH3uRs-ckHu9Xee/view
331.pdf,Scalable Data Science,https://drive.google.com/file/d/1c2rQMWvEIly2NxnAJ_04A3AuuhOkb0FU/view
332.pdf,Quality Design and Control,https://drive.google.com/file/d/1cCa5wnNhvyScuPr60Hm60ETzo_AfylJR/view
333.pdf,Muffler Acoustics ? Application to Automotive Exhaust Noise Control,https://drive.google.com/file/d/1cklUegPFs01SxQLmFi6xwfeIPkBWFjkZ/view?usp=drivesdk
334.pdf,Introduction to Airplane performance,https://drive.google.com/file/d/1comfjnXHBJ7c_eUSUxBirkzdw6wvVDvV/view
335.pdf,Mass Transfer Operations II,https://drive.google.com/file/d/1cpe2_onq6eh1IXGZMX5VrhvxWltBtHt7/view
336.pdf,Biomicroelectromechanical systems,https://drive.google.com/file/d/1crQGiRoUEzyh-I679sJG2a_FnJXzVTc9/view
337.pdf,Quantitative Methods in Chemistry,https://drive.google.com/file/d/1crbFKZ19SZRYAAh1PiafhPh1FM3U4K25/view?usp=drivesdk
338.pdf,Modeling and Simulation of Discrete Event Systems,https://drive.google.com/file/d/1ct2VT5-cKYYvTqxCUwjtPgSIOdQh2EGd/view
339.pdf,Computer Architecture,https://drive.google.com/file/d/1cu9gn4_3HJoAZ62CbXwPV5_Ba4EQkcF7/view
340.pdf,,https://drive.google.com/file/d/1cuh-GB54rdJ_MlniDth8KPmfIR287NaC/view
341.pdf,Geographic Information System,https://drive.google.com/file/d/1d1Mky-tvTh0ilekowPJ71JVEUSebwRlz/view
342.pdf,Language and Mind,https://drive.google.com/file/d/1d2HabzXpiD4QNNF9Iy5cOfF3aPrSpdRd/view
343.pdf,Operations Management,https://drive.google.com/file/d/1dKG_dDpSWVMyn3LUMe0LCZpuPCN8svyv/view
344.pdf,Forest Biometry,https://drive.google.com/file/d/1dyZVTkNer2YaGkiWfr92JEA-pt2I_xTT/view
345.pdf,Design Practice - II,https://drive.google.com/file/d/1e7BG0CE7CoQZAIQc0Vide7bUROh3nvJS/view
346.pdf,RAC Product Design,https://drive.google.com/file/d/1e8-KCEiI65u16ulmOEqHZeyzZ5EQDhhu/view
347.pdf,Model Checking,https://drive.google.com/file/d/1eMgvt5Ozt0A3czeXgBGtHq4xaHzIlJYA/view
348.pdf,Electrical Machines - I,https://drive.google.com/file/d/1eO167pZqOyEe-R44FSiA03ifxe0qV50A/view
349.pdf,Introduction to Fluid Mechanics,https://drive.google.com/file/d/1eSYmwM6tvmg-r_7eA8B705iYG3AFAb_h/view?usp=drivesdk
350.pdf,Aircraft Dynamic Stability & Design Stability Augmentation System,https://drive.google.com/file/d/1eSpIWyAMS3iPE6W201xB_NUZe7GfCRxU/view
351.pdf,Principles of Organic Synthesis,https://drive.google.com/file/d/1eWl0S4q8MXxqtX7q9kZeB-FGsX02oJVH/view
352.pdf,VLSI Physical Design,https://drive.google.com/file/d/1eXCHlpK2QYPa_9oOzGLDhbiC0DAb99EQ/view
353.pdf,Geotechnical Engineering - 1,https://drive.google.com/file/d/1f08giqdy4lvxoPvAjJIdjuF_UXVU0ZhG/view?usp=drivesdk
354.pdf,Transport phenomena,https://drive.google.com/file/d/1f8fcDKAz9UT82MSDEwXDDRJtbbrMXj75/view
355.pdf,Fluid and Particle Mechanics,https://drive.google.com/file/d/1fVRQUicSXDc-Fra2z7vdaFna35wDzBUW/view
356.pdf,Introduction to Experiments in Flight,https://drive.google.com/file/d/1fiSWZxSSIX3q-9IhTI1mDu4BbdTXtT02/view
357.pdf,Introduction to Abstract Group Theory,https://drive.google.com/file/d/1fmNaWfY3NiBHeE1uVbC577PzlkcxMuN2/view
358.pdf,Transport Phenomena in Biological Systems,https://drive.google.com/file/d/1frGRGB5CEwceg8eQsinma0aj6Z7qmH2G/view
359.pdf,Development and Applications of Special Concretes,https://drive.google.com/file/d/1fte6nYV3MNtVFLdnJ7VIZIIznLM9DYq1/view?usp=drivesdk
360.pdf,X-ray Crystallography & Diffraction,https://drive.google.com/file/d/1fxQHMDRfks7HoJAzK9eHNfjbDWcWINhF/view
361.pdf,Introduction to process modeling in membrane separation process,https://drive.google.com/file/d/1g1CBFYQszXw9dWAMly_gNvbSWD6aAQxh/view
362.pdf,Linear Regression Analysis and Forecasting,https://drive.google.com/file/d/1gGHfDw2Z9DjqxdjlZXMb_Q8YKG9RVr_t/view
363.pdf,Thermal operations in food process engineering: Theory and applications,https://drive.google.com/file/d/1gVQFSVWGNZTUeJxMSitphH47oZ_bLE3K/view
364.pdf,Principles of Digital Communications,https://drive.google.com/file/d/1geHZy1NGeqql_HUWnf2bf8P55xRaMF73/view?usp=drivesdk
365.pdf,C Programming and Assembly Language,https://drive.google.com/file/d/1gmgW1kAWhCzRF86Ml81VpR4YqI4od69Y/view
366.pdf,Advanced Thermodynamics and Molecular Simulations,https://drive.google.com/file/d/1h7lRcd1VXtmRrDo7Cu0xt_JAojV4J53L/view?usp=drivesdk
367.pdf,The Future of Manufacturing Business: Role of Additive Manufacturing,https://drive.google.com/file/d/1hEgXQ87ETBzonmTsncPjvJjKK8haffsl/view
368.pdf,Environmental Geotechnics,https://drive.google.com/file/d/1hMXKLEco38OpbuOElv_WuDn0LZphFy4X/view
369.pdf,"Non Traditional Abrasive Machining Processes- Ultrasonic, Abrasive Jet and Abrasive Water Jet Machining",https://drive.google.com/file/d/1hRb09_NBXQQnZRBSsCtF_MLbWgNRb64h/view
370.pdf,Modern Algebra,https://drive.google.com/file/d/1hZ1xBuRdXxr9C56Yyyuq6i3odjx6ZwKk/view
371.pdf,Modern Algebra,https://drive.google.com/file/d/1hZ1xBuRdXxr9C56Yyyuq6i3odjx6ZwKk/view
372.pdf,Mechanics of solids,https://drive.google.com/file/d/1hZ1xBuRdXxr9C56Yyyuq6i3odjx6ZwKk/view
373.pdf,Chemical Applications of Symmetry and Group Theory,https://drive.google.com/file/d/1hmD4JKGjOMH8XzTc_lKnmS9aSE6e6yJa/view
374.pdf,Indian Economy: Some Contemporary Perspectives,https://drive.google.com/file/d/1hwCbFaaQYPzxD6RMm6k6zXHsBBTYN3r6/view?usp=drivesdk
375.pdf,Product Design using Value Engineering,https://drive.google.com/file/d/1i93Ia0_ND4LZgo0mjl0xRfOoxydcHlt7/view
376.pdf,Gender and Literature,https://drive.google.com/file/d/1iFo7D_E_uh-FHMn-y5N-uQBxvNAkW2qN/view
377.pdf,Microwave Integrated Circuits,https://drive.google.com/file/d/1iQGy85Ss59ahcOPLgTPGVsfG3Qclo6ji/view
378.pdf,Fundamentals of manufacturing processes,https://drive.google.com/file/d/1iR-mpYoqZ2YfIIoLDIxA7PrJSIDfgT6h/view
379.pdf,Solid State Devices,https://drive.google.com/file/d/1iV9YAhpV699zMoMAt8lq8Pln6kmL-EoO/view
380.pdf,Heat Transfer,https://drive.google.com/file/d/1iemmZVuc_rNKD5ERy5Xlf5jM2zhKB5_i/view?usp=drivesdk
381.pdf,Principles Of Communication Systems - Part 1,https://drive.google.com/file/d/1ifhE0WMZkC9Oy3fZ4470W-Wn4ZSS1E_E/view
382.pdf,Principles and Applications of NMR Spectroscopy,https://drive.google.com/file/d/1io1KUSjB-rmqJT7Bgu4BUXwg0rM_2V_S/view
383.pdf,Industrial Biotechnology,https://drive.google.com/file/d/1ivVJthiw0-6R8cr3BwYchwN6U5ojFLJT/view
384.pdf,Applied Time-Series Analysis,https://drive.google.com/file/d/1jBj15dbr7KncpHPDf0jd2CuLJj8KFVpU/view
385.pdf,Theory and Practice of Non Destructive Testing,https://drive.google.com/file/d/1jJUReTjaLnnW-vvDeJD32cQ9zanTyh4L/view
386.pdf,Corrosion - Part II,https://drive.google.com/file/d/1jNTwU9l7J6CEnl_fQOI2oiem3TCA3rRO/view?usp=drivesdk
387.pdf,Adiabatic Two Phase Flow and Flow Boiling in Microchannel,https://drive.google.com/file/d/1jNtU8wezmEBoiTgVJeR4FAJIrc1O7BPG/view
388.pdf,Adiabatic Two Phase Flow and Flow Boiling in Microchannel,https://drive.google.com/file/d/1jNtU8wezmEBoiTgVJeR4FAJIrc1O7BPG/view
389.pdf,Effective Writing,https://drive.google.com/file/d/1jT33LJmr4L80c-z9FIHhVZTnEu_DDJLq/view
390.pdf,Computer architecture and organization,https://drive.google.com/file/d/1jgy5Kb_jrPDCbVUCX7DDRWthQYRpI8lE/view
391.pdf,Surface Engineering of Nanomaterials,https://drive.google.com/file/d/1jsg10OQpcfLzK0REdhrgRLJTjW8PtPtO/view
392.pdf,German-II,https://drive.google.com/file/d/1jxAPyCZPi4MK-BnlgufwYN2t7lBlKJUH/view
393.pdf,Artistic Exploration in Scientific Research and Technology,https://drive.google.com/file/d/1k1j70PgRaPIYpwB1z45Svdcode24nU98/view
394.pdf,Project Planning & Control,https://drive.google.com/file/d/1k76Km1aD0J4gXMnuRT40i7KCb0l9VycJ/view
395.pdf,Principles and Techniques of Modern Radar Systems,https://drive.google.com/file/d/1kGGFXEkUjAlJHUeiRw7XWp-7GEuHyKcW/view
396.pdf,Engineering Economic Analysis,https://drive.google.com/file/d/1kGVt-b0pM7d3jOFxYwwfW1AQ1irMrCxg/view
397.pdf,Artificial Intelligence : Search Methods For Problem solving,https://drive.google.com/file/d/1kHUsqcBcwg2z0rTOhsDip6a8yhQ7iQVm/view?usp=drivesdk
398.pdf,Complex Network : Theory and Application,https://drive.google.com/file/d/1kIi4oryOviOi3cNJu0l-Xk02xK1cuhqx/view
399.pdf,System Design for Sustainability,https://drive.google.com/file/d/1kJMJfKHK7MhNN5ckEOVfQnqEQXnbUGQz/view
400.pdf,GPS SURVEYING,https://drive.google.com/file/d/1kZ3j6MULGkKWsz9J-qgR45Zf11RxJ33A/view
